시설ID,시도,시군구,품목명,품종,재배면적,시설유형,재배형태,단동/연동 구분,수집일,외부온도,외부습도,외부 일사량,외부풍향,외부풍속,외부강우,강우감지,내부온도,내부습도,내부CO2,내부 일사량,토양EC,토양PH,지온,지습,(양액)총배액,(양액)총급액,(양액)배액PH,(양액)공급PH,(양액)배액EC,(양액)공급EC,(양액)지온,(양액)지습,배기팬작동여부,CO2발생장치작동여부,보광등작동여부,난방기작동상태,난방기작동여부,유동팬작동상태,유동팬작동여부,보온커튼작동상태,보온커튼작동여부,차광커튼작동상태,차광커튼작동여부,우측삼중측창 작동여부,좌측삼중측창 작동여부,우측이중측창 작동여부,좌측이중측창 작동여부,우측일중측창 개도,우측일중측창 온도폭,우측일중측창 설정온도,우측일중측창 작동여부,우측일중측창 작동상태,좌측일중측창 개도,좌측일중측창 온도폭,좌측일중측창 설정온도,좌측일중측창 작동여부,좌측일중측창 작동상태,측창,우측이중천창 작동여부,좌측이중천창 작동여부,우측일중천창 개도,우측일중천창 온도폭,우측일중천창 설정온도,우측일중천창 작동여부,우측일중천창 작동상태,좌측일중천창 개도,좌측일중천창 온도폭,좌측일중천창 설정온도,좌측일중천창 작동여부,좌측일중천창 작동상태,천창,조사일,주차,초장,엽장,엽폭,엽병장,엽수,관부직경,화방 꽃수(소화수),착과수,최종화방차수
PF_0006006_01,전라남도,보성군,딸기,설향,"1,983",비닐,수경,단동,2020-09-18 00:00:00,18,93,,3,0,,0,18,95,478,,1,6,,,,,,,,,-9,80,,,,,,,,,,,,100,100,100,100,,,,100,,,,,100,,,100,100,,,,100,,,,,100,,,,,,,,,,,,,
PF_0006006_01,전라남도,보성군,딸기,설향,"1,983",비닐,수경,단동,2020-09-18 01:00:00,18,93,,3,0,,0,18,95,482,,1,6,,,,,,,,,-9,80,,,,,,,,,,,,100,100,100,100,,,,92,,,,,92,,,92,92,,,,92,,,,,92,,,,,,,,,,,,,
PF_0006006_01,전라남도,보성군,딸기,설향,"1,983",비닐,수경,단동,2020-09-18 02:00:00,18,92,,4,1,,1,19,96,489,,1,6,,,,,,,,,-9,80,,,,,,,,,,,,100,100,100,100,,,,31,,,,,32,,,31,32,,,,31,,,,,32,,,,,,,,,,,,,
PF_0006006_01,전라남도,보성군,딸기,설향,"1,983",비닐,수경,단동,2020-09-18 03:00:00,18,91,,5,1,,0,18,94,471,,1,6,,,,,,,,,-9,80,,,,,,,,,,,,100,100,100,100,,,,63,,,,,63,,,63,63,,,,63,,,,,63,,,,,,,,,,,,,
PF_0006006_01,전라남도,보성군,딸기,설향,"1,983",비닐,수경,단동,2020-09-18 04:00:00,18,93,,5,0,,1,19,96,488,,1,6,,,,,,,,,-9,80,,,,,,,,,,,,100,100,100,100,,,,7,,,,,6,,,7,6,,,,7,,,,,6,,,,,,,,,,,,,
PF_0006006_01,전라남도,보성군,딸기,설향,"1,983",비닐,수경,단동,2020-09-18 05:00:00,17,93,,2,0,,0,18,96,497,,1,6,,,,,,,,,-9,80,,,,,,,,,,,,100,100,100,100,,,,37,,,,,35,,,37,35,,,,37,,,,,35,,,,,,,,,,,,,
PF_0006006_01,전라남도,보성군,딸기,설향,"1,983",비닐,수경,단동,2020-09-18 06:00:00,17,94,,5,0,,0,18,96,495,,1,6,,,,,,,,,-9,80,,,,,,,,,,,,100,100,100,100,,,,53,,,,,51,,,53,51,,,,53,,,,,51,,,,,,,,,,,,,
PF_0006006_01,전라남도,보성군,딸기,설향,"1,983",비닐,수경,단동,2020-09-18 07:00:00,18,93,,5,0,,0,18,95,482,,1,6,,,,,,,,,-9,80,,,,,,,,,,,,100,100,100,100,,,,73,,,,,72,,,73,72,,,,76,,,,,72,,,,,,,,,,,,,
PF_0006006_01,전라남도,보성군,딸기,설향,"1,983",비닐,수경,단동,2020-09-18 08:00:00,19,88,,3,0,,0,19,89,446,,1,6,,,,,,,,,-9,80,,,,,,,,,,,,100,100,100,100,,,,100,,,,,100,,,100,100,,,,100,,,,,100,,,,,,,,,,,,,
PF_0006006_01,전라남도,보성군,딸기,설향,"1,983",비닐,수경,단동,2020-09-18 09:00:00,20,84,,5,0,,0,21,83,434,,1,6,,,,,,,,,-9,80,,,,,,,,,,,,100,100,100,100,,,,65,,,,,67,,,69,66,,,,67,,,,,67,,,,,,,,,,,,,
