,확진자,확진률,등록일시분초,치명률,사망자,사망률,"성별,연령별"
3238,55663,16.02,2021-10-21 14:26:58.828,0.08,42,1.55,40-49
3239,55091,15.85,2021-10-21 14:26:58.828,0.3,167,6.16,50-59
3240,38762,11.15,2021-10-21 14:26:58.828,1.01,393,14.51,60-69
3241,15976,4.6,2021-10-21 14:26:58.828,4.59,733,27.06,70-79
3242,8704,2.5,2021-10-21 14:26:58.828,15.4,1340,49.46,80 이상
3243,163147,46.94,2021-10-21 14:26:58.827,0.81,1326,48.95,여성
3244,184382,53.06,2021-10-21 14:26:58.827,0.75,1383,51.05,남성
3245,19482,5.63,2021-10-20 14:16:11.353,0,0,0.00,0-9
3246,31275,9.04,2021-10-20 14:16:11.352,0,0,0.00,10-19
3247,66444,19.2,2021-10-20 14:16:11.352,0.02,11,0.41,20-29
3248,55341,15.99,2021-10-20 14:16:11.352,0.04,23,0.85,30-39
3249,55467,16.03,2021-10-20 14:16:11.352,0.07,41,1.52,40-49
3250,54929,15.87,2021-10-20 14:16:11.352,0.3,167,6.19,50-59
3251,38590,11.15,2021-10-20 14:16:11.352,1.02,393,14.57,60-69
3252,15901,4.59,2021-10-20 14:16:11.352,4.58,729,27.02,70-79
3253,8659,2.5,2021-10-20 14:16:11.351,15.41,1334,49.44,80 이상
3254,162515,46.96,2021-10-20 14:16:11.351,0.81,1323,49.04,여성
3255,183573,53.04,2021-10-20 14:16:11.351,0.75,1375,50.96,남성
3256,19375,5.62,2021-10-19 14:30:28.104,0,0,0.00,0-9
3257,31025,9.01,2021-10-19 14:30:28.104,0,0,0.00,10-19
3258,66218,19.22,2021-10-19 14:30:28.104,0.02,11,0.41,20-29
3259,55076,15.99,2021-10-19 14:30:28.104,0.04,22,0.82,30-39
3260,55222,16.03,2021-10-19 14:30:28.104,0.07,41,1.52,40-49
3261,54784,15.9,2021-10-19 14:30:28.104,0.3,167,6.21,50-59
3262,38396,11.14,2021-10-19 14:30:28.103,1.01,388,14.43,60-69
3263,15825,4.59,2021-10-19 14:30:28.103,4.59,727,27.04,70-79
3264,8597,2.5,2021-10-19 14:30:28.103,15.51,1333,49.57,80 이상
3265,161833,46.97,2021-10-19 14:30:28.103,0.82,1321,49.13,여성
3266,182685,53.03,2021-10-19 14:30:28.103,0.75,1368,50.87,남성
3267,19287,5.62,2021-10-18 15:59:51.84,0,0,0.00,0-9
3268,30859,8.99,2021-10-18 15:59:51.84,0,0,0.00,10-19
3269,66071,19.24,2021-10-18 15:59:51.84,0.02,11,0.41,20-29
3270,54907,15.99,2021-10-18 15:59:51.84,0.04,22,0.82,30-39
3271,55063,16.03,2021-10-18 15:59:51.839,0.07,41,1.54,40-49
3272,54659,15.91,2021-10-18 15:59:51.839,0.3,165,6.18,50-59
3273,38270,11.14,2021-10-18 15:59:51.839,1.01,386,14.47,60-69
3274,15775,4.59,2021-10-18 15:59:51.839,4.57,721,27.02,70-79
3275,8554,2.49,2021-10-18 15:59:51.839,15.45,1322,49.55,80 이상
3276,161333,46.97,2021-10-18 15:59:51.839,0.81,1309,49.06,여성
3277,182112,53.03,2021-10-18 15:59:51.838,0.75,1359,50.94,남성
3278,19186,5.6,2021-10-17 14:28:16.816,0,0,0.00,0-9
3279,30751,8.98,2021-10-17 14:28:16.816,0,0,0.00,10-19
3280,65917,19.25,2021-10-17 14:28:16.816,0.02,11,0.41,20-29
3281,54734,15.99,2021-10-17 14:28:16.816,0.04,22,0.83,30-39
3282,54899,16.03,2021-10-17 14:28:16.816,0.07,41,1.54,40-49
3283,54518,15.92,2021-10-17 14:28:16.815,0.3,165,6.20,50-59
3284,38158,11.14,2021-10-17 14:28:16.815,1.01,385,14.47,60-69
3285,15716,4.59,2021-10-17 14:28:16.815,4.58,720,27.07,70-79
3286,8517,2.49,2021-10-17 14:28:16.815,15.45,1316,49.47,80 이상
3287,160867,46.98,2021-10-17 14:28:16.815,0.81,1304,49.02,여성
3288,181529,53.02,2021-10-17 14:28:16.815,0.75,1356,50.98,남성
3289,19085,5.6,2021-10-16 14:17:54.331,0,0,0,0-9
3290,30594,8.97,2021-10-16 14:17:54.331,0,0,0,10-19
3291,65681,19.26,2021-10-16 14:17:54.331,0.02,11,0.42,20-29
3292,54500,15.98,2021-10-16 14:17:54.331,0.04,21,0.79,30-39
3293,54702,16.04,2021-10-16 14:17:54.331,0.07,40,1.51,40-49
3294,54360,15.94,2021-10-16 14:17:54.331,0.3,164,6.2,50-59
3295,37968,11.14,2021-10-16 14:17:54.33,1.01,384,14.52,60-69
3296,15620,4.58,2021-10-16 14:17:54.33,4.58,715,27.04,70-79
3297,8468,2.48,2021-10-16 14:17:54.33,15.46,1309,49.51,80 이상
3298,160261,47,2021-10-16 14:17:54.33,0.81,1297,49.05,여성
3299,180717,53,2021-10-16 14:17:54.33,0.75,1347,50.95,남성
3300,18960,5.59,2021-10-15 14:28:17.988,0,0,0.00,0-9
3301,30408,8.96,2021-10-15 14:28:17.988,0,0,0.00,10-19
3302,65427,19.28,2021-10-15 14:28:17.988,0.02,11,0.42,20-29
3303,54227,15.98,2021-10-15 14:28:17.988,0.04,21,0.80,30-39
3304,54459,16.05,2021-10-15 14:28:17.988,0.07,39,1.49,40-49
3305,54157,15.96,2021-10-15 14:28:17.988,0.3,163,6.21,50-59
3306,37787,11.13,2021-10-15 14:28:17.987,1.01,382,14.55,60-69
3307,15543,4.58,2021-10-15 14:28:17.987,4.55,707,26.92,70-79
3308,8393,2.47,2021-10-15 14:28:17.987,15.52,1303,49.62,80 이상
3309,159526,47.01,2021-10-15 14:28:17.987,0.81,1292,49.20,여성
3310,179835,52.99,2021-10-15 14:28:17.987,0.74,1334,50.80,남성
3311,18801,5.57,2021-10-14 14:51:09.667,0,0,0.00,0-9
3312,30204,8.94,2021-10-14 14:51:09.667,0,0,0.00,10-19
3313,65151,19.29,2021-10-14 14:51:09.667,0.02,11,0.42,20-29
3314,53939,15.97,2021-10-14 14:51:09.667,0.04,21,0.80,30-39
3315,54216,16.06,2021-10-14 14:51:09.667,0.07,39,1.49,40-49
3316,53983,15.99,2021-10-14 14:51:09.667,0.3,162,6.19,50-59
3317,37582,11.13,2021-10-14 14:51:09.667,1.01,381,14.55,60-69
3318,15458,4.58,2021-10-14 14:51:09.667,4.56,705,26.93,70-79
3319,8343,2.47,2021-10-14 14:51:09.666,15.57,1299,49.62,80 이상
3320,158786,47.02,2021-10-14 14:51:09.666,0.81,1290,49.27,여성
3321,178891,52.98,2021-10-14 14:51:09.666,0.74,1328,50.73,남성
3322,18645,5.55,2021-10-13 14:27:44.639,0,0,0.00,0-9
3323,29958,8.92,2021-10-13 14:27:44.639,0,0,0.00,10-19
3324,64858,19.32,2021-10-13 14:27:44.639,0.02,11,0.42,20-29
3325,53606,15.97,2021-10-13 14:27:44.638,0.04,21,0.81,30-39
3326,53937,16.07,2021-10-13 14:27:44.638,0.07,39,1.50,40-49
3327,53779,16.02,2021-10-13 14:27:44.638,0.3,162,6.22,50-59
3328,37355,11.13,2021-10-13 14:27:44.638,1.01,377,14.47,60-69
3329,15330,4.57,2021-10-13 14:27:44.638,4.59,703,26.99,70-79
3330,8273,2.46,2021-10-13 14:27:44.638,15.62,1292,49.60,80 이상
3331,157955,47.05,2021-10-13 14:27:44.638,0.81,1286,49.37,여성
3332,177786,52.95,2021-10-13 14:27:44.637,0.74,1319,50.63,남성
3333,18526,5.54,2021-10-12 14:16:44.011,0,0,0.00,0-9
3334,29760,8.91,2021-10-12 14:16:44.011,0,0,0.00,10-19
3335,64567,19.32,2021-10-12 14:16:44.011,0.02,11,0.42,20-29
3336,53335,15.96,2021-10-12 14:16:44.01,0.04,21,0.81,30-39
3337,53680,16.06,2021-10-12 14:16:44.009,0.07,38,1.46,40-49
3338,53603,16.04,2021-10-12 14:16:44.009,0.3,160,6.17,50-59
3339,37196,11.13,2021-10-12 14:16:44.009,1.01,376,14.49,60-69
3340,15253,4.56,2021-10-12 14:16:44.009,4.58,698,26.91,70-79
3341,8236,2.46,2021-10-12 14:16:44.009,15.66,1290,49.73,80 이상
3342,157277,47.07,2021-10-12 14:16:44.009,0.82,1284,49.50,여성
3343,176880,52.93,2021-10-12 14:16:44.008,0.74,1310,50.50,남성
3344,18421,5.53,2021-10-11 14:21:08.105,0,0,0.00,0-9
3345,29572,8.89,2021-10-11 14:21:08.105,0,0,0.00,10-19
3346,64329,19.33,2021-10-11 14:21:08.105,0.02,11,0.43,20-29
3347,53084,15.95,2021-10-11 14:21:08.105,0.04,21,0.81,30-39
3348,53457,16.06,2021-10-11 14:21:08.105,0.07,38,1.47,40-49
3349,53463,16.06,2021-10-11 14:21:08.104,0.3,160,6.19,50-59
3350,37075,11.14,2021-10-11 14:21:08.104,1.01,373,14.44,60-69
3351,15210,4.57,2021-10-11 14:21:08.104,4.58,696,26.95,70-79
3352,8199,2.46,2021-10-11 14:21:08.104,15.66,1284,49.71,80 이상
3353,156732,47.09,2021-10-11 14:21:08.104,0.82,1278,49.48,여성
3354,176078,52.91,2021-10-11 14:21:08.104,0.74,1305,50.52,남성
3355,18331,5.53,2021-10-10 14:23:49.102,0,0,0.00,0-9
3356,29411,8.87,2021-10-10 14:23:49.102,0,0,0.00,10-19
3357,64087,19.33,2021-10-10 14:23:49.102,0.02,11,0.43,20-29
3358,52861,15.95,2021-10-10 14:23:49.102,0.04,21,0.82,30-39
3359,53246,16.06,2021-10-10 14:23:49.102,0.07,38,1.48,40-49
3360,53312,16.08,2021-10-10 14:23:49.102,0.3,158,6.14,50-59
3361,36953,11.15,2021-10-10 14:23:49.102,1.01,372,14.45,60-69
3362,15146,4.57,2021-10-10 14:23:49.101,4.58,694,26.95,70-79
3363,8167,2.46,2021-10-10 14:23:49.101,15.69,1281,49.75,80 이상
3364,156178,47.11,2021-10-10 14:23:49.101,0.82,1276,49.55,여성
3365,175335,52.89,2021-10-10 14:23:49.101,0.74,1299,50.45,남성
3366,18200,5.52,2021-10-09 15:14:22.25,0,0,0.00,0-9
3367,29249,8.87,2021-10-09 15:14:22.249,0,0,0.00,10-19
3368,63763,19.33,2021-10-09 15:14:22.249,0.02,11,0.43,20-29
3369,52558,15.93,2021-10-09 15:14:22.249,0.04,21,0.82,30-39
3370,53009,16.07,2021-10-09 15:14:22.249,0.07,37,1.45,40-49
3371,53125,16.1,2021-10-09 15:14:22.249,0.3,158,6.17,50-59
3372,36806,11.16,2021-10-09 15:14:22.249,1,368,14.38,60-69
3373,15076,4.57,2021-10-09 15:14:22.249,4.58,691,26.99,70-79
3374,8133,2.47,2021-10-09 15:14:22.249,15.66,1274,49.77,80 이상
3375,155529,47.14,2021-10-09 15:14:22.248,0.82,1268,49.53,여성
3376,174390,52.86,2021-10-09 15:14:22.248,0.74,1292,50.47,남성
3377,18060,5.51,2021-10-08 14:47:33.652,0,0,0.00,0-9
3378,29022,8.85,2021-10-08 14:47:33.652,0,0,0.00,10-19
3379,63418,19.34,2021-10-08 14:47:33.652,0.02,11,0.43,20-29
3380,52239,15.93,2021-10-08 14:47:33.651,0.04,21,0.82,30-39
3381,52677,16.06,2021-10-08 14:47:33.651,0.07,37,1.45,40-49
3382,52908,16.13,2021-10-08 14:47:33.651,0.3,158,6.19,50-59
3383,36564,11.15,2021-10-08 14:47:33.651,1,366,14.33,60-69
3384,14995,4.57,2021-10-08 14:47:33.651,4.59,689,26.98,70-79
3385,8087,2.47,2021-10-08 14:47:33.651,15.73,1272,49.80,80 이상
3386,154707,47.17,2021-10-08 14:47:33.65,0.82,1264,49.49,여성
3387,173263,52.83,2021-10-08 14:47:33.65,0.74,1290,50.51,남성
3388,17892,5.49,2021-10-07 14:39:00.443,0,0,0.00,0-9
3389,28794,8.84,2021-10-07 14:39:00.443,0,0,0.00,10-19
3390,62974,19.33,2021-10-07 14:39:00.443,0.02,11,0.43,20-29
3391,51858,15.92,2021-10-07 14:39:00.443,0.04,21,0.83,30-39
3392,52372,16.07,2021-10-07 14:39:00.443,0.07,37,1.45,40-49
3393,52653,16.16,2021-10-07 14:39:00.442,0.3,157,6.17,50-59
3394,36323,11.15,2021-10-07 14:39:00.442,1,364,14.31,60-69
3395,14901,4.57,2021-10-07 14:39:00.442,4.6,686,26.97,70-79
3396,8028,2.46,2021-10-07 14:39:00.442,15.79,1268,49.84,80 이상
3397,153814,47.21,2021-10-07 14:39:00.442,0.82,1261,49.57,여성
3398,171980,52.79,2021-10-07 14:39:00.442,0.75,1283,50.43,남성
3399,17699,5.47,2021-10-06 14:27:46.365,0,0,0.00,0-9
3400,28530,8.82,2021-10-06 14:27:46.365,0,0,0.00,10-19
3401,62525,19.34,2021-10-06 14:27:46.365,0.02,11,0.43,20-29
3402,51423,15.9,2021-10-06 14:27:46.365,0.04,21,0.83,30-39
3403,51983,16.08,2021-10-06 14:27:46.365,0.07,37,1.46,40-49
3404,52372,16.2,2021-10-06 14:27:46.365,0.3,156,6.15,50-59
3405,36065,11.15,2021-10-06 14:27:46.365,1.01,363,14.31,60-69
3406,14796,4.58,2021-10-06 14:27:46.365,4.62,683,26.93,70-79
3407,7977,2.47,2021-10-06 14:27:46.364,15.86,1265,49.88,80 이상
3408,152788,47.25,2021-10-06 14:27:46.364,0.82,1255,49.49,여성
3409,170582,52.75,2021-10-06 14:27:46.364,0.75,1281,50.51,남성
3410,17584,5.47,2021-10-05 15:33:49.356,0,0,0.00,0-9
3411,28306,8.81,2021-10-05 15:33:49.356,0,0,0.00,10-19
3412,62102,19.33,2021-10-05 15:33:49.356,0.02,11,0.44,20-29
3413,51029,15.88,2021-10-05 15:33:49.356,0.04,21,0.83,30-39
3414,51655,16.07,2021-10-05 15:33:49.356,0.07,35,1.39,40-49
3415,52122,16.22,2021-10-05 15:33:49.356,0.3,155,6.14,50-59
3416,35889,11.17,2021-10-05 15:33:49.355,1,360,14.26,60-69
3417,14719,4.58,2021-10-05 15:33:49.355,4.64,683,27.06,70-79
3418,7938,2.47,2021-10-05 15:33:49.355,15.86,1259,49.88,80 이상
3419,152013,47.3,2021-10-05 15:33:49.355,0.82,1248,49.45,여성
3420,169331,52.7,2021-10-05 15:33:49.355,0.75,1276,50.55,남성
3421,17500,5.47,2021-10-04 14:20:29.574,0,0,0.00,0-9
3422,28123,8.79,2021-10-04 14:20:29.574,0,0,0.00,10-19
3423,61799,19.33,2021-10-04 14:20:29.574,0.02,11,0.44,20-29
3424,50720,15.86,2021-10-04 14:20:29.574,0.04,20,0.80,30-39
3425,51393,16.07,2021-10-04 14:20:29.574,0.07,34,1.35,40-49
3426,51944,16.25,2021-10-04 14:20:29.573,0.3,155,6.17,50-59
3427,35748,11.18,2021-10-04 14:20:29.573,1.01,360,14.33,60-69
3428,14651,4.58,2021-10-04 14:20:29.573,4.63,678,26.98,70-79
3429,7890,2.47,2021-10-04 14:20:29.573,15.91,1255,49.94,80 이상
3430,151421,47.35,2021-10-04 14:20:29.573,0.82,1241,49.38,여성
3431,168347,52.65,2021-10-04 14:20:29.573,0.76,1272,50.62,남성
3432,17388,5.47,2021-10-03 14:23:03.322,0,0,0.00,0-9
3433,27936,8.78,2021-10-03 14:23:03.322,0,0,0.00,10-19
3434,61417,19.31,2021-10-03 14:23:03.321,0.02,10,0.40,20-29
3435,50444,15.86,2021-10-03 14:23:03.321,0.04,20,0.80,30-39
3436,51118,16.07,2021-10-03 14:23:03.321,0.07,34,1.36,40-49
3437,51755,16.27,2021-10-03 14:23:03.321,0.3,155,6.18,50-59
3438,35590,11.19,2021-10-03 14:23:03.321,1,357,14.24,60-69
3439,14594,4.59,2021-10-03 14:23:03.321,4.64,677,27.00,70-79
3440,7857,2.47,2021-10-03 14:23:03.321,15.96,1254,50.02,80 이상
3441,150774,47.4,2021-10-03 14:23:03.32,0.82,1239,49.42,여성
3442,167325,52.6,2021-10-03 14:23:03.32,0.76,1268,50.58,남성
3443,17260,5.46,2021-10-02 14:19:35.393,0,0,0.00,0-9
3444,27717,8.77,2021-10-02 14:19:35.393,0,0,0.00,10-19
3445,60942,19.28,2021-10-02 14:19:35.393,0.02,10,0.40,20-29
3446,50050,15.84,2021-10-02 14:19:35.393,0.04,20,0.80,30-39
3447,50784,16.07,2021-10-02 14:19:35.392,0.07,34,1.36,40-49
3448,51533,16.31,2021-10-02 14:19:35.392,0.3,154,6.15,50-59
3449,35413,11.21,2021-10-02 14:19:35.392,1.01,356,14.22,60-69
3450,14511,4.59,2021-10-02 14:19:35.392,4.67,677,27.04,70-79
3451,7804,2.47,2021-10-02 14:19:35.392,16.06,1253,50.04,80 이상
3452,149921,47.44,2021-10-02 14:19:35.392,0.82,1236,49.36,여성
3453,166093,52.56,2021-10-02 14:19:35.391,0.76,1268,50.64,남성
3454,17094,5.45,2021-10-01 14:24:26.832,0,0,0.00,0-9
3455,27475,8.76,2021-10-01 14:24:26.832,0,0,0.00,10-19
3456,60424,19.26,2021-10-01 14:24:26.832,0.02,10,0.40,20-29
3457,49652,15.82,2021-10-01 14:24:26.832,0.04,19,0.76,30-39
3458,50410,16.07,2021-10-01 14:24:26.832,0.07,33,1.32,40-49
3459,51313,16.35,2021-10-01 14:24:26.832,0.3,154,6.17,50-59
3460,35222,11.23,2021-10-01 14:24:26.832,1.01,356,14.26,60-69
3461,14410,4.59,2021-10-01 14:24:26.832,4.69,676,27.07,70-79
3462,7767,2.48,2021-10-01 14:24:26.831,16.08,1249,50.02,80 이상
3463,149019,47.49,2021-10-01 14:24:26.831,0.83,1233,49.38,여성
3464,164748,52.51,2021-10-01 14:24:26.831,0.77,1264,50.62,남성
3465,16934,5.44,2021-09-30 14:23:18.491,0,0,0.00,0-9
3466,27187,8.73,2021-09-30 14:23:18.491,0,0,0.00,10-19
3467,59836,19.22,2021-09-30 14:23:18.491,0.02,10,0.40,20-29
3468,49207,15.81,2021-09-30 14:23:18.491,0.04,19,0.77,30-39
3469,50047,16.08,2021-09-30 14:23:18.491,0.07,33,1.33,40-49
3470,51034,16.39,2021-09-30 14:23:18.491,0.3,154,6.21,50-59
3471,35006,11.25,2021-09-30 14:23:18.49,1.01,352,14.19,60-69
3472,14323,4.6,2021-09-30 14:23:18.49,4.68,671,27.05,70-79
3473,7709,2.48,2021-09-30 14:23:18.49,16.11,1242,50.06,80 이상
3474,148012,47.55,2021-09-30 14:23:18.49,0.83,1229,49.54,여성
3475,163271,52.45,2021-09-30 14:23:18.49,0.77,1252,50.46,남성
3476,16769,5.43,2021-09-29 14:21:26.825,0,0,0.00,0-9
3477,26910,8.72,2021-09-29 14:21:26.824,0,0,0.00,10-19
3478,59225,19.18,2021-09-29 14:21:26.824,0.02,10,0.40,20-29
3479,48722,15.78,2021-09-29 14:21:26.824,0.04,19,0.77,30-39
3480,49687,16.09,2021-09-29 14:21:26.824,0.07,33,1.33,40-49
3481,50751,16.44,2021-09-29 14:21:26.824,0.3,154,6.22,50-59
3482,34787,11.27,2021-09-29 14:21:26.824,1.01,350,14.15,60-69
3483,14230,4.61,2021-09-29 14:21:26.824,4.69,668,27.00,70-79
3484,7640,2.47,2021-09-29 14:21:26.823,16.23,1240,50.12,80 이상
3485,146927,47.59,2021-09-29 14:21:26.823,0.83,1224,49.47,여성
3486,161793,52.41,2021-09-29 14:21:26.823,0.77,1250,50.53,남성
3487,16623,5.44,2021-09-28 14:41:44.441,0,0,0.00,0-9
3488,26624,8.71,2021-09-28 14:41:44.441,0,0,0.00,10-19
3489,58480,19.12,2021-09-28 14:41:44.441,0.02,10,0.41,20-29
3490,48164,15.75,2021-09-28 14:41:44.441,0.04,19,0.77,30-39
3491,49245,16.1,2021-09-28 14:41:44.44,0.06,32,1.30,40-49
3492,50445,16.49,2021-09-28 14:41:44.44,0.3,151,6.13,50-59
3493,34567,11.3,2021-09-28 14:41:44.44,1,347,14.08,60-69
3494,14107,4.61,2021-09-28 14:41:44.44,4.73,667,27.07,70-79
3495,7584,2.48,2021-09-28 14:41:44.44,16.32,1238,50.24,80 이상
3496,145726,47.65,2021-09-28 14:41:44.44,0.84,1222,49.59,여성
3497,160113,52.35,2021-09-28 14:41:44.439,0.78,1242,50.41,남성
3498,16471,5.43,2021-09-27 14:47:24.012,0,0,0.00,0-9
3499,26384,8.69,2021-09-27 14:47:24.012,0,0,0.00,10-19
3500,57910,19.08,2021-09-27 14:47:24.012,0.02,10,0.41,20-29
3501,47736,15.73,2021-09-27 14:47:24.012,0.04,17,0.69,30-39
3502,48900,16.11,2021-09-27 14:47:24.012,0.07,32,1.30,40-49
3503,50222,16.54,2021-09-27 14:47:24.011,0.3,151,6.15,50-59
3504,34384,11.33,2021-09-27 14:47:24.011,1.01,346,14.09,60-69
3505,14012,4.62,2021-09-27 14:47:24.011,4.75,666,27.12,70-79
3506,7531,2.48,2021-09-27 14:47:24.011,16.39,1234,50.24,80 이상
3507,144743,47.68,2021-09-27 14:47:24.011,0.84,1221,49.71,여성
3508,158807,52.32,2021-09-27 14:47:24.011,0.78,1235,50.29,남성
3509,16302,5.41,2021-09-26 14:31:48.151,0,0,0.00,0-9
3510,26163,8.69,2021-09-26 14:31:48.151,0,0,0.00,10-19
3511,57281,19.02,2021-09-26 14:31:48.15,0.02,10,0.41,20-29
3512,47290,15.7,2021-09-26 14:31:48.15,0.04,17,0.69,30-39
3513,48538,16.12,2021-09-26 14:31:48.15,0.06,30,1.22,40-49
3514,49975,16.59,2021-09-26 14:31:48.15,0.3,151,6.16,50-59
3515,34212,11.36,2021-09-26 14:31:48.15,1.01,346,14.12,60-69
3516,13929,4.62,2021-09-26 14:31:48.15,4.77,664,27.10,70-79
3517,7478,2.48,2021-09-26 14:31:48.15,16.47,1232,50.29,80 이상
3518,143682,47.71,2021-09-26 14:31:48.149,0.85,1217,49.67,여성
3519,157486,52.29,2021-09-26 14:31:48.149,0.78,1233,50.33,남성
3520,16134,5.41,2021-09-25 15:43:15.584,0,0,0.00,0-9
3521,25913,8.68,2021-09-25 15:43:15.583,0,0,0.00,10-19
3522,56550,18.95,2021-09-25 15:43:15.583,0.02,10,0.41,20-29
3523,46752,15.67,2021-09-25 15:43:15.583,0.03,16,0.66,30-39
3524,48130,16.13,2021-09-25 15:43:15.583,0.06,30,1.23,40-49
3525,49674,16.65,2021-09-25 15:43:15.583,0.3,149,6.10,50-59
3526,33988,11.39,2021-09-25 15:43:15.583,1.01,344,14.09,60-69
3527,13840,4.64,2021-09-25 15:43:15.582,4.79,663,27.16,70-79
3528,7418,2.49,2021-09-25 15:43:15.582,16.57,1229,50.35,80 이상
3529,142502,47.76,2021-09-25 15:43:15.582,0.85,1213,49.69,여성
3530,155897,52.24,2021-09-25 15:43:15.582,0.79,1228,50.31,남성
3531,15929,5.4,2021-09-24 14:27:07.302,0,0,0.00,0-9
3532,25614,8.68,2021-09-24 14:27:07.302,0,0,0.00,10-19
3533,55742,18.89,2021-09-24 14:27:07.302,0.02,10,0.41,20-29
3534,46092,15.62,2021-09-24 14:27:07.302,0.03,15,0.62,30-39
3535,47618,16.14,2021-09-24 14:27:07.301,0.06,29,1.19,40-49
3536,49335,16.72,2021-09-24 14:27:07.301,0.3,147,6.04,50-59
3537,33720,11.43,2021-09-24 14:27:07.301,1.02,344,14.13,60-69
3538,13720,4.65,2021-09-24 14:27:07.301,4.83,663,27.24,70-79
3539,7358,2.49,2021-09-24 14:27:07.301,16.66,1226,50.37,80 이상
3540,141088,47.81,2021-09-24 14:27:07.301,0.86,1210,49.71,여성
3541,154040,52.19,2021-09-24 14:27:07.301,0.79,1224,50.29,남성
3542,15810,5.4,2021-09-23 14:50:33.273,0,0,0.00,0-9
3543,25392,8.68,2021-09-23 14:50:33.273,0,0,0.00,10-19
3544,55193,18.86,2021-09-23 14:50:33.273,0.02,9,0.37,20-29
3545,45648,15.6,2021-09-23 14:50:33.273,0.03,15,0.62,30-39
3546,47171,16.12,2021-09-23 14:50:33.273,0.06,29,1.19,40-49
3547,49013,16.75,2021-09-23 14:50:33.273,0.3,147,6.06,50-59
3548,33509,11.45,2021-09-23 14:50:33.272,1.02,342,14.09,60-69
3549,13639,4.66,2021-09-23 14:50:33.272,4.85,662,27.28,70-79
3550,7323,2.5,2021-09-23 14:50:33.272,16.7,1223,50.39,80 이상
3551,140046,47.85,2021-09-23 14:50:33.272,0.86,1207,49.73,여성
3552,152652,52.15,2021-09-23 14:50:33.272,0.8,1220,50.27,남성
3553,15711,5.4,2021-09-22 14:46:26.811,0,0,0.00,0-9
3554,25252,8.68,2021-09-22 14:46:26.81,0,0,0.00,10-19
3555,54792,18.83,2021-09-22 14:46:26.81,0.02,9,0.37,20-29
3556,45330,15.58,2021-09-22 14:46:26.81,0.03,15,0.62,30-39
3557,46865,16.11,2021-09-22 14:46:26.81,0.06,29,1.20,40-49
3558,48815,16.78,2021-09-22 14:46:26.81,0.3,146,6.04,50-59
3559,33349,11.46,2021-09-22 14:46:26.81,1.02,341,14.10,60-69
3560,13571,4.66,2021-09-22 14:46:26.81,4.85,658,27.20,70-79
3561,7298,2.51,2021-09-22 14:46:26.809,16.73,1221,50.48,80 이상
3562,139317,47.88,2021-09-22 14:46:26.809,0.86,1204,49.77,여성
3563,151666,52.12,2021-09-22 14:46:26.809,0.8,1215,50.23,남성
3564,15608,5.4,2021-09-21 14:50:33.677,0,0,0.00,0-9
3565,25080,8.67,2021-09-21 14:50:33.677,0,0,0.00,10-19
3566,54456,18.83,2021-09-21 14:50:33.676,0.02,9,0.37,20-29
3567,45024,15.57,2021-09-21 14:50:33.676,0.03,15,0.62,30-39
3568,46547,16.09,2021-09-21 14:50:33.676,0.06,29,1.20,40-49
3569,48613,16.81,2021-09-21 14:50:33.676,0.3,146,6.05,50-59
3570,33176,11.47,2021-09-21 14:50:33.676,1.02,339,14.05,60-69
3571,13480,4.66,2021-09-21 14:50:33.676,4.87,656,27.19,70-79
3572,7279,2.52,2021-09-21 14:50:33.676,16.75,1219,50.52,80 이상
3573,138538,47.89,2021-09-21 14:50:33.675,0.87,1203,49.85,여성
3574,150725,52.11,2021-09-21 14:50:33.675,0.8,1210,50.15,남성
3575,15498,5.39,2021-09-20 13:48:14.284,0,0,0.00,0-9
3576,24920,8.67,2021-09-20 13:48:14.284,0,0,0.00,10-19
3577,54097,18.81,2021-09-20 13:48:14.284,0.02,9,0.37,20-29
3578,44719,15.55,2021-09-20 13:48:14.284,0.03,15,0.62,30-39
3579,46222,16.08,2021-09-20 13:48:14.284,0.06,29,1.20,40-49
3580,48401,16.83,2021-09-20 13:48:14.284,0.3,145,6.02,50-59
3581,33016,11.48,2021-09-20 13:48:14.284,1.02,336,13.95,60-69
3582,13411,4.66,2021-09-20 13:48:14.284,4.89,656,27.23,70-79
3583,7251,2.52,2021-09-20 13:48:14.283,16.81,1219,50.60,80 이상
3584,137784,47.92,2021-09-20 13:48:14.283,0.87,1201,49.85,여성
3585,149751,52.08,2021-09-20 13:48:14.283,0.81,1208,50.15,남성
3586,15399,5.39,2021-09-19 14:25:36.417,0,0,0.00,0-9
3587,24764,8.66,2021-09-19 14:25:36.417,0,0,0.00,10-19
3588,53769,18.8,2021-09-19 14:25:36.416,0.01,8,0.33,20-29
3589,44424,15.54,2021-09-19 14:25:36.416,0.03,15,0.62,30-39
3590,45924,16.06,2021-09-19 14:25:36.416,0.06,29,1.21,40-49
3591,48208,16.86,2021-09-19 14:25:36.416,0.3,144,5.99,50-59
3592,32877,11.5,2021-09-19 14:25:36.416,1.02,336,13.98,60-69
3593,13347,4.67,2021-09-19 14:25:36.416,4.91,655,27.25,70-79
3594,7218,2.52,2021-09-19 14:25:36.416,16.86,1217,50.62,80 이상
3595,137076,47.94,2021-09-19 14:25:36.415,0.87,1199,49.88,여성
3596,148854,52.06,2021-09-19 14:25:36.415,0.81,1205,50.12,남성
3597,15275,5.38,2021-09-18 14:29:46.402,0,0,0.00,0-9
