industry_name,industry,year,emp_years_name,emp_years,sexs_name,sexs,WORKERCNT
"기타 기계 및 장비 제조업","C29","2019","10~","YEARS5","여","2",6414.0
"자동차 및 트레일러 제조업","C30","2019","~1","YEARS1","남","1",27028.0
"자동차 및 트레일러 제조업","C30","2019","1~3","YEARS2","남","1",38334.0
"자동차 및 트레일러 제조업","C30","2019","3~5","YEARS3","남","1",26509.0
"자동차 및 트레일러 제조업","C30","2019","5~10","YEARS4","남","1",39727.0
"자동차 및 트레일러 제조업","C30","2019","10~","YEARS5","남","1",99057.0
"자동차 및 트레일러 제조업","C30","2019","~1","YEARS1","여","2",6233.0
"자동차 및 트레일러 제조업","C30","2019","1~3","YEARS2","여","2",9475.0
"자동차 및 트레일러 제조업","C30","2019","3~5","YEARS3","여","2",6068.0
"자동차 및 트레일러 제조업","C30","2019","5~10","YEARS4","여","2",9222.0
"자동차 및 트레일러 제조업","C30","2019","10~","YEARS5","여","2",8632.0
"기타 운송장비 제조업","C31","2019","~1","YEARS1","남","1",20602.0
"기타 운송장비 제조업","C31","2019","1~3","YEARS2","남","1",29494.0
"기타 운송장비 제조업","C31","2019","3~5","YEARS3","남","1",18846.0
"기타 운송장비 제조업","C31","2019","5~10","YEARS4","남","1",19599.0
"기타 운송장비 제조업","C31","2019","10~","YEARS5","남","1",51897.0
"기타 운송장비 제조업","C31","2019","~1","YEARS1","여","2",2961.0
"기타 운송장비 제조업","C31","2019","1~3","YEARS2","여","2",2756.0
"기타 운송장비 제조업","C31","2019","3~5","YEARS3","여","2",2189.0
"기타 운송장비 제조업","C31","2019","5~10","YEARS4","여","2",2395.0
"기타 운송장비 제조업","C31","2019","10~","YEARS5","여","2",1825.0
"가구 제조업","C32","2019","~1","YEARS1","남","1",5875.0
"가구 제조업","C32","2019","1~3","YEARS2","남","1",10166.0
"가구 제조업","C32","2019","3~5","YEARS3","남","1",6482.0
"가구 제조업","C32","2019","5~10","YEARS4","남","1",5619.0
"가구 제조업","C32","2019","10~","YEARS5","남","1",6037.0
"가구 제조업","C32","2019","~1","YEARS1","여","2",880.0
"가구 제조업","C32","2019","1~3","YEARS2","여","2",3989.0
"가구 제조업","C32","2019","3~5","YEARS3","여","2",2246.0
"가구 제조업","C32","2019","5~10","YEARS4","여","2",1499.0
"가구 제조업","C32","2019","10~","YEARS5","여","2",1143.0
"기타 제품 제조업","C33","2019","~1","YEARS1","남","1",2856.0
"기타 제품 제조업","C33","2019","1~3","YEARS2","남","1",5099.0
"기타 제품 제조업","C33","2019","3~5","YEARS3","남","1",3446.0
"기타 제품 제조업","C33","2019","5~10","YEARS4","남","1",4608.0
"기타 제품 제조업","C33","2019","10~","YEARS5","남","1",5142.0
"기타 제품 제조업","C33","2019","~1","YEARS1","여","2",2124.0
"기타 제품 제조업","C33","2019","1~3","YEARS2","여","2",2977.0
"기타 제품 제조업","C33","2019","3~5","YEARS3","여","2",2061.0
"기타 제품 제조업","C33","2019","5~10","YEARS4","여","2",3496.0
"기타 제품 제조업","C33","2019","10~","YEARS5","여","2",2466.0
"전기, 가스, 증기 및 수도사업","D","2019","~1","YEARS1","남","1",4215.0
"전기, 가스, 증기 및 수도사업","D","2019","1~3","YEARS2","남","1",6250.0
"전기, 가스, 증기 및 수도사업","D","2019","3~5","YEARS3","남","1",6011.0
"전기, 가스, 증기 및 수도사업","D","2019","5~10","YEARS4","남","1",9986.0
"전기, 가스, 증기 및 수도사업","D","2019","10~","YEARS5","남","1",31967.0
"전기, 가스, 증기 및 수도사업","D","2019","~1","YEARS1","여","2",1540.0
"전기, 가스, 증기 및 수도사업","D","2019","1~3","YEARS2","여","2",1898.0
"전기, 가스, 증기 및 수도사업","D","2019","3~5","YEARS3","여","2",1610.0
"전기, 가스, 증기 및 수도사업","D","2019","5~10","YEARS4","여","2",2211.0
"전기, 가스, 증기 및 수도사업","D","2019","10~","YEARS5","여","2",3926.0
"전기, 가스, 증기 및 공기조절 공급업","D35","2019","~1","YEARS1","남","1",3199.0
"전기, 가스, 증기 및 공기조절 공급업","D35","2019","1~3","YEARS2","남","1",5712.0
"전기, 가스, 증기 및 공기조절 공급업","D35","2019","3~5","YEARS3","남","1",5076.0
"전기, 가스, 증기 및 공기조절 공급업","D35","2019","5~10","YEARS4","남","1",7752.0
"전기, 가스, 증기 및 공기조절 공급업","D35","2019","10~","YEARS5","남","1",26245.0
"전기, 가스, 증기 및 공기조절 공급업","D35","2019","~1","YEARS1","여","2",974.0
"전기, 가스, 증기 및 공기조절 공급업","D35","2019","1~3","YEARS2","여","2",1638.0
"전기, 가스, 증기 및 공기조절 공급업","D35","2019","3~5","YEARS3","여","2",1319.0
"전기, 가스, 증기 및 공기조절 공급업","D35","2019","5~10","YEARS4","여","2",1682.0
"전기, 가스, 증기 및 공기조절 공급업","D35","2019","10~","YEARS5","여","2",3236.0
"수도사업","D36","2019","~1","YEARS1","남","1",1016.0
"수도사업","D36","2019","1~3","YEARS2","남","1",538.0
"수도사업","D36","2019","3~5","YEARS3","남","1",935.0
"수도사업","D36","2019","5~10","YEARS4","남","1",2233.0
"수도사업","D36","2019","10~","YEARS5","남","1",5722.0
"수도사업","D36","2019","~1","YEARS1","여","2",565.0
"수도사업","D36","2019","1~3","YEARS2","여","2",260.0
"수도사업","D36","2019","3~5","YEARS3","여","2",291.0
"수도사업","D36","2019","5~10","YEARS4","여","2",529.0
"수도사업","D36","2019","10~","YEARS5","여","2",690.0
"하수·폐기물 처리, 원료재생 및 환경복원업","E","2019","~1","YEARS1","남","1",8507.0
"하수·폐기물 처리, 원료재생 및 환경복원업","E","2019","1~3","YEARS2","남","1",13327.0
"하수·폐기물 처리, 원료재생 및 환경복원업","E","2019","3~5","YEARS3","남","1",8790.0
"하수·폐기물 처리, 원료재생 및 환경복원업","E","2019","5~10","YEARS4","남","1",13511.0
"하수·폐기물 처리, 원료재생 및 환경복원업","E","2019","10~","YEARS5","남","1",16894.0
"하수·폐기물 처리, 원료재생 및 환경복원업","E","2019","~1","YEARS1","여","2",1469.0
"하수·폐기물 처리, 원료재생 및 환경복원업","E","2019","1~3","YEARS2","여","2",2899.0
"하수·폐기물 처리, 원료재생 및 환경복원업","E","2019","3~5","YEARS3","여","2",1816.0
"하수·폐기물 처리, 원료재생 및 환경복원업","E","2019","5~10","YEARS4","여","2",2392.0
"하수·폐기물 처리, 원료재생 및 환경복원업","E","2019","10~","YEARS5","여","2",1880.0
"하수, 폐수 및 분뇨 처리업","E37","2019","~1","YEARS1","남","1",1437.0
"하수, 폐수 및 분뇨 처리업","E37","2019","1~3","YEARS2","남","1",2400.0
"하수, 폐수 및 분뇨 처리업","E37","2019","3~5","YEARS3","남","1",1743.0
"하수, 폐수 및 분뇨 처리업","E37","2019","5~10","YEARS4","남","1",2155.0
"하수, 폐수 및 분뇨 처리업","E37","2019","10~","YEARS5","남","1",4195.0
"하수, 폐수 및 분뇨 처리업","E37","2019","~1","YEARS1","여","2",194.0
"하수, 폐수 및 분뇨 처리업","E37","2019","1~3","YEARS2","여","2",364.0
"하수, 폐수 및 분뇨 처리업","E37","2019","3~5","YEARS3","여","2",233.0
"하수, 폐수 및 분뇨 처리업","E37","2019","5~10","YEARS4","여","2",344.0
"하수, 폐수 및 분뇨 처리업","E37","2019","10~","YEARS5","여","2",347.0
"폐기물 수집운반, 처리 및 원료재생업","E38","2019","~1","YEARS1","남","1",6160.0
"폐기물 수집운반, 처리 및 원료재생업","E38","2019","1~3","YEARS2","남","1",8915.0
"폐기물 수집운반, 처리 및 원료재생업","E38","2019","3~5","YEARS3","남","1",5976.0
"폐기물 수집운반, 처리 및 원료재생업","E38","2019","5~10","YEARS4","남","1",9124.0
"폐기물 수집운반, 처리 및 원료재생업","E38","2019","10~","YEARS5","남","1",10042.0
"폐기물 수집운반, 처리 및 원료재생업","E38","2019","~1","YEARS1","여","2",1080.0
"폐기물 수집운반, 처리 및 원료재생업","E38","2019","1~3","YEARS2","여","2",2052.0
"폐기물 수집운반, 처리 및 원료재생업","E38","2019","3~5","YEARS3","여","2",1277.0
"폐기물 수집운반, 처리 및 원료재생업","E38","2019","5~10","YEARS4","여","2",1653.0
"폐기물 수집운반, 처리 및 원료재생업","E38","2019","10~","YEARS5","여","2",1286.0
"환경 정화 및 복원업","E39","2019","~1","YEARS1","남","1",910.0
"환경 정화 및 복원업","E39","2019","1~3","YEARS2","남","1",2013.0
"환경 정화 및 복원업","E39","2019","3~5","YEARS3","남","1",1071.0
"환경 정화 및 복원업","E39","2019","5~10","YEARS4","남","1",2232.0
"환경 정화 및 복원업","E39","2019","10~","YEARS5","남","1",2658.0
"환경 정화 및 복원업","E39","2019","~1","YEARS1","여","2",195.0
"환경 정화 및 복원업","E39","2019","1~3","YEARS2","여","2",483.0
"환경 정화 및 복원업","E39","2019","3~5","YEARS3","여","2",306.0
"환경 정화 및 복원업","E39","2019","5~10","YEARS4","여","2",396.0
"환경 정화 및 복원업","E39","2019","10~","YEARS5","여","2",247.0
"건설업","F","2019","~1","YEARS1","남","1",102165.0
"건설업","F","2019","1~3","YEARS2","남","1",113791.0
"건설업","F","2019","3~5","YEARS3","남","1",67112.0
"건설업","F","2019","5~10","YEARS4","남","1",87077.0
"건설업","F","2019","10~","YEARS5","남","1",92083.0
"건설업","F","2019","~1","YEARS1","여","2",17601.0
"건설업","F","2019","1~3","YEARS2","여","2",23340.0
"건설업","F","2019","3~5","YEARS3","여","2",14725.0
"건설업","F","2019","5~10","YEARS4","여","2",17227.0
"건설업","F","2019","10~","YEARS5","여","2",14003.0
"종합 건설업","F41","2019","~1","YEARS1","남","1",34596.0
"종합 건설업","F41","2019","1~3","YEARS2","남","1",40036.0
"종합 건설업","F41","2019","3~5","YEARS3","남","1",27199.0
"종합 건설업","F41","2019","5~10","YEARS4","남","1",35656.0
"종합 건설업","F41","2019","10~","YEARS5","남","1",43141.0
"종합 건설업","F41","2019","~1","YEARS1","여","2",6220.0
"종합 건설업","F41","2019","1~3","YEARS2","여","2",8603.0
"종합 건설업","F41","2019","3~5","YEARS3","여","2",4995.0
"종합 건설업","F41","2019","5~10","YEARS4","여","2",6858.0
"종합 건설업","F41","2019","10~","YEARS5","여","2",4742.0
"전문직별 공사업","F42","2019","~1","YEARS1","남","1",67568.0
"전문직별 공사업","F42","2019","1~3","YEARS2","남","1",73755.0
"전문직별 공사업","F42","2019","3~5","YEARS3","남","1",39913.0
"전문직별 공사업","F42","2019","5~10","YEARS4","남","1",51421.0
"전문직별 공사업","F42","2019","10~","YEARS5","남","1",48942.0
"전문직별 공사업","F42","2019","~1","YEARS1","여","2",11381.0
"전문직별 공사업","F42","2019","1~3","YEARS2","여","2",14737.0
"전문직별 공사업","F42","2019","3~5","YEARS3","여","2",9730.0
"전문직별 공사업","F42","2019","5~10","YEARS4","여","2",10370.0
"전문직별 공사업","F42","2019","10~","YEARS5","여","2",9261.0
"도매 및 소매업","G","2019","~1","YEARS1","남","1",112386.0
"도매 및 소매업","G","2019","1~3","YEARS2","남","1",171173.0
"도매 및 소매업","G","2019","3~5","YEARS3","남","1",100273.0
"도매 및 소매업","G","2019","5~10","YEARS4","남","1",135108.0
"도매 및 소매업","G","2019","10~","YEARS5","남","1",142091.0
"도매 및 소매업","G","2019","~1","YEARS1","여","2",94778.0
"도매 및 소매업","G","2019","1~3","YEARS2","여","2",128590.0
"도매 및 소매업","G","2019","3~5","YEARS3","여","2",72473.0
"도매 및 소매업","G","2019","5~10","YEARS4","여","2",96524.0
"도매 및 소매업","G","2019","10~","YEARS5","여","2",60794.0
"자동차 및 부품 판매업","G45","2019","~1","YEARS1","남","1",6370.0
"자동차 및 부품 판매업","G45","2019","1~3","YEARS2","남","1",16469.0
"자동차 및 부품 판매업","G45","2019","3~5","YEARS3","남","1",9216.0
"자동차 및 부품 판매업","G45","2019","5~10","YEARS4","남","1",7705.0
"자동차 및 부품 판매업","G45","2019","10~","YEARS5","남","1",19279.0
"자동차 및 부품 판매업","G45","2019","~1","YEARS1","여","2",2678.0
"자동차 및 부품 판매업","G45","2019","1~3","YEARS2","여","2",3193.0
"자동차 및 부품 판매업","G45","2019","3~5","YEARS3","여","2",2045.0
"자동차 및 부품 판매업","G45","2019","5~10","YEARS4","여","2",1372.0
"자동차 및 부품 판매업","G45","2019","10~","YEARS5","여","2",2379.0
"도매 및 상품중개업","G46","2019","~1","YEARS1","남","1",59556.0
"도매 및 상품중개업","G46","2019","1~3","YEARS2","남","1",96718.0
"도매 및 상품중개업","G46","2019","3~5","YEARS3","남","1",60435.0
"도매 및 상품중개업","G46","2019","5~10","YEARS4","남","1",87721.0
"도매 및 상품중개업","G46","2019","10~","YEARS5","남","1",87730.0
"도매 및 상품중개업","G46","2019","~1","YEARS1","여","2",36025.0
"도매 및 상품중개업","G46","2019","1~3","YEARS2","여","2",53720.0
"도매 및 상품중개업","G46","2019","3~5","YEARS3","여","2",30283.0
"도매 및 상품중개업","G46","2019","5~10","YEARS4","여","2",37615.0
"도매 및 상품중개업","G46","2019","10~","YEARS5","여","2",26124.0
"소매업; 자동차 제외","G47","2019","~1","YEARS1","남","1",46460.0
"소매업; 자동차 제외","G47","2019","1~3","YEARS2","남","1",57987.0
"소매업; 자동차 제외","G47","2019","3~5","YEARS3","남","1",30622.0
"소매업; 자동차 제외","G47","2019","5~10","YEARS4","남","1",39683.0
"소매업; 자동차 제외","G47","2019","10~","YEARS5","남","1",35082.0
"소매업; 자동차 제외","G47","2019","~1","YEARS1","여","2",56075.0
"소매업; 자동차 제외","G47","2019","1~3","YEARS2","여","2",71677.0
"소매업; 자동차 제외","G47","2019","3~5","YEARS3","여","2",40145.0
"소매업; 자동차 제외","G47","2019","5~10","YEARS4","여","2",57537.0
"소매업; 자동차 제외","G47","2019","10~","YEARS5","여","2",32291.0
"운수업","H","2019","~1","YEARS1","남","1",72866.0
"운수업","H","2019","1~3","YEARS2","남","1",92525.0
"운수업","H","2019","3~5","YEARS3","남","1",56153.0
"운수업","H","2019","5~10","YEARS4","남","1",82896.0
"운수업","H","2019","10~","YEARS5","남","1",151003.0
"운수업","H","2019","~1","YEARS1","여","2",19631.0
"운수업","H","2019","1~3","YEARS2","여","2",23101.0
"운수업","H","2019","3~5","YEARS3","여","2",11669.0
"운수업","H","2019","5~10","YEARS4","여","2",19502.0
"운수업","H","2019","10~","YEARS5","여","2",20724.0
"육상운송 및 파이프라인 운송업","H49","2019","~1","YEARS1","남","1",44695.0
"육상운송 및 파이프라인 운송업","H49","2019","1~3","YEARS2","남","1",57206.0
"육상운송 및 파이프라인 운송업","H49","2019","3~5","YEARS3","남","1",35125.0
"육상운송 및 파이프라인 운송업","H49","2019","5~10","YEARS4","남","1",50639.0
"육상운송 및 파이프라인 운송업","H49","2019","10~","YEARS5","남","1",76215.0
"육상운송 및 파이프라인 운송업","H49","2019","~1","YEARS1","여","2",3869.0
"육상운송 및 파이프라인 운송업","H49","2019","1~3","YEARS2","여","2",4601.0
"육상운송 및 파이프라인 운송업","H49","2019","3~5","YEARS3","여","2",3259.0
"육상운송 및 파이프라인 운송업","H49","2019","5~10","YEARS4","여","2",5328.0
"육상운송 및 파이프라인 운송업","H49","2019","10~","YEARS5","여","2",5663.0
"수상 운송업","H50","2019","~1","YEARS1","남","1",5193.0
"수상 운송업","H50","2019","1~3","YEARS2","남","1",5753.0
"수상 운송업","H50","2019","3~5","YEARS3","남","1",3483.0
"수상 운송업","H50","2019","5~10","YEARS4","남","1",4831.0
"수상 운송업","H50","2019","10~","YEARS5","남","1",5841.0
"수상 운송업","H50","2019","~1","YEARS1","여","2",731.0
"수상 운송업","H50","2019","1~3","YEARS2","여","2",1259.0
"수상 운송업","H50","2019","3~5","YEARS3","여","2",764.0
"수상 운송업","H50","2019","5~10","YEARS4","여","2",836.0
"수상 운송업","H50","2019","10~","YEARS5","여","2",1029.0
"항공 운송업","H51","2019","~1","YEARS1","남","1",1545.0
"항공 운송업","H51","2019","1~3","YEARS2","남","1",2865.0
"항공 운송업","H51","2019","3~5","YEARS3","남","1",2080.0
"항공 운송업","H51","2019","5~10","YEARS4","남","1",3269.0
"항공 운송업","H51","2019","10~","YEARS5","남","1",12311.0
"항공 운송업","H51","2019","~1","YEARS1","여","2",2060.0
"항공 운송업","H51","2019","1~3","YEARS2","여","2",4183.0
"항공 운송업","H51","2019","3~5","YEARS3","여","2",1793.0
"항공 운송업","H51","2019","5~10","YEARS4","여","2",3678.0
"항공 운송업","H51","2019","10~","YEARS5","여","2",6500.0
"창고 및 운송관련 서비스업","H52","2019","~1","YEARS1","남","1",21433.0
"창고 및 운송관련 서비스업","H52","2019","1~3","YEARS2","남","1",26701.0
"창고 및 운송관련 서비스업","H52","2019","3~5","YEARS3","남","1",15464.0
"창고 및 운송관련 서비스업","H52","2019","5~10","YEARS4","남","1",24158.0
"창고 및 운송관련 서비스업","H52","2019","10~","YEARS5","남","1",56637.0
"창고 및 운송관련 서비스업","H52","2019","~1","YEARS1","여","2",12970.0
"창고 및 운송관련 서비스업","H52","2019","1~3","YEARS2","여","2",13059.0
"창고 및 운송관련 서비스업","H52","2019","3~5","YEARS3","여","2",5854.0
"창고 및 운송관련 서비스업","H52","2019","5~10","YEARS4","여","2",9659.0
"창고 및 운송관련 서비스업","H52","2019","10~","YEARS5","여","2",7531.0
"숙박 및 음식점업","I","2019","~1","YEARS1","남","1",45982.0
"숙박 및 음식점업","I","2019","1~3","YEARS2","남","1",43966.0
"숙박 및 음식점업","I","2019","3~5","YEARS3","남","1",21394.0
"숙박 및 음식점업","I","2019","5~10","YEARS4","남","1",18382.0
"숙박 및 음식점업","I","2019","10~","YEARS5","남","1",13472.0
"숙박 및 음식점업","I","2019","~1","YEARS1","여","2",62547.0
"숙박 및 음식점업","I","2019","1~3","YEARS2","여","2",73656.0
"숙박 및 음식점업","I","2019","3~5","YEARS3","여","2",31802.0
"숙박 및 음식점업","I","2019","5~10","YEARS4","여","2",26242.0
"숙박 및 음식점업","I","2019","10~","YEARS5","여","2",13252.0
"숙박업","I55","2019","~1","YEARS1","남","1",7803.0
"숙박업","I55","2019","1~3","YEARS2","남","1",8170.0
"숙박업","I55","2019","3~5","YEARS3","남","1",4167.0
"숙박업","I55","2019","5~10","YEARS4","남","1",5906.0
"숙박업","I55","2019","10~","YEARS5","남","1",7805.0
"숙박업","I55","2019","~1","YEARS1","여","2",7737.0
"숙박업","I55","2019","1~3","YEARS2","여","2",9779.0
"숙박업","I55","2019","3~5","YEARS3","여","2",4127.0
"숙박업","I55","2019","5~10","YEARS4","여","2",3936.0
"숙박업","I55","2019","10~","YEARS5","여","2",3367.0
"음식점 및 주점업","I56","2019","~1","YEARS1","남","1",38179.0
"음식점 및 주점업","I56","2019","1~3","YEARS2","남","1",35796.0
"음식점 및 주점업","I56","2019","3~5","YEARS3","남","1",17227.0
"음식점 및 주점업","I56","2019","5~10","YEARS4","남","1",12476.0
"음식점 및 주점업","I56","2019","10~","YEARS5","남","1",5667.0
"음식점 및 주점업","I56","2019","~1","YEARS1","여","2",54810.0
"음식점 및 주점업","I56","2019","1~3","YEARS2","여","2",63877.0
"음식점 및 주점업","I56","2019","3~5","YEARS3","여","2",27675.0
"음식점 및 주점업","I56","2019","5~10","YEARS4","여","2",22306.0
"음식점 및 주점업","I56","2019","10~","YEARS5","여","2",9884.0
"출판, 영상, 방송통신 및 정보서비스업","J","2019","~1","YEARS1","남","1",49248.0
"출판, 영상, 방송통신 및 정보서비스업","J","2019","1~3","YEARS2","남","1",77051.0
"출판, 영상, 방송통신 및 정보서비스업","J","2019","3~5","YEARS3","남","1",47546.0
"출판, 영상, 방송통신 및 정보서비스업","J","2019","5~10","YEARS4","남","1",71856.0
"출판, 영상, 방송통신 및 정보서비스업","J","2019","10~","YEARS5","남","1",83429.0
"출판, 영상, 방송통신 및 정보서비스업","J","2019","~1","YEARS1","여","2",29934.0
"출판, 영상, 방송통신 및 정보서비스업","J","2019","1~3","YEARS2","여","2",42613.0
"출판, 영상, 방송통신 및 정보서비스업","J","2019","3~5","YEARS3","여","2",19753.0
"출판, 영상, 방송통신 및 정보서비스업","J","2019","5~10","YEARS4","여","2",27702.0
"출판, 영상, 방송통신 및 정보서비스업","J","2019","10~","YEARS5","여","2",19657.0
"출판업","J58","2019","~1","YEARS1","남","1",22759.0
"출판업","J58","2019","1~3","YEARS2","남","1",36570.0
"출판업","J58","2019","3~5","YEARS3","남","1",20884.0
"출판업","J58","2019","5~10","YEARS4","남","1",26677.0
"출판업","J58","2019","10~","YEARS5","남","1",23974.0
"출판업","J58","2019","~1","YEARS1","여","2",11429.0
"출판업","J58","2019","1~3","YEARS2","여","2",16876.0
"출판업","J58","2019","3~5","YEARS3","여","2",7792.0
"출판업","J58","2019","5~10","YEARS4","여","2",9231.0
"출판업","J58","2019","10~","YEARS5","여","2",6485.0
"영상·오디오 기록물 제작 및 배급업","J59","2019","~1","YEARS1","남","1",6798.0
"영상·오디오 기록물 제작 및 배급업","J59","2019","1~3","YEARS2","남","1",7473.0
"영상·오디오 기록물 제작 및 배급업","J59","2019","3~5","YEARS3","남","1",4221.0
"영상·오디오 기록물 제작 및 배급업","J59","2019","5~10","YEARS4","남","1",5597.0
"영상·오디오 기록물 제작 및 배급업","J59","2019","10~","YEARS5","남","1",3122.0
"영상·오디오 기록물 제작 및 배급업","J59","2019","~1","YEARS1","여","2",5822.0
"영상·오디오 기록물 제작 및 배급업","J59","2019","1~3","YEARS2","여","2",6489.0
"영상·오디오 기록물 제작 및 배급업","J59","2019","3~5","YEARS3","여","2",2558.0
"영상·오디오 기록물 제작 및 배급업","J59","2019","5~10","YEARS4","여","2",3142.0
"영상·오디오 기록물 제작 및 배급업","J59","2019","10~","YEARS5","여","2",1506.0
"방송업","J60","2019","~1","YEARS1","남","1",2472.0
"방송업","J60","2019","1~3","YEARS2","남","1",3878.0
"방송업","J60","2019","3~5","YEARS3","남","1",3725.0
"방송업","J60","2019","5~10","YEARS4","남","1",7052.0
"방송업","J60","2019","10~","YEARS5","남","1",14662.0
"방송업","J60","2019","~1","YEARS1","여","2",2304.0
"방송업","J60","2019","1~3","YEARS2","여","2",3168.0
"방송업","J60","2019","3~5","YEARS3","여","2",1506.0
"방송업","J60","2019","5~10","YEARS4","여","2",3000.0
"방송업","J60","2019","10~","YEARS5","여","2",3084.0
"통신업","J61","2019","~1","YEARS1","남","1",2867.0
"통신업","J61","2019","1~3","YEARS2","남","1",5453.0
"통신업","J61","2019","3~5","YEARS3","남","1",3938.0
"통신업","J61","2019","5~10","YEARS4","남","1",7087.0
"통신업","J61","2019","10~","YEARS5","남","1",20523.0
"통신업","J61","2019","~1","YEARS1","여","2",1742.0
"통신업","J61","2019","1~3","YEARS2","여","2",2762.0
"통신업","J61","2019","3~5","YEARS3","여","2",1345.0
"통신업","J61","2019","5~10","YEARS4","여","2",2274.0
"통신업","J61","2019","10~","YEARS5","여","2",3602.0
"컴퓨터 프로그래밍, 시스템 통합 및 관리업","J62","2019","~1","YEARS1","남","1",9837.0
"컴퓨터 프로그래밍, 시스템 통합 및 관리업","J62","2019","1~3","YEARS2","남","1",16196.0
"컴퓨터 프로그래밍, 시스템 통합 및 관리업","J62","2019","3~5","YEARS3","남","1",10467.0
"컴퓨터 프로그래밍, 시스템 통합 및 관리업","J62","2019","5~10","YEARS4","남","1",19015.0
"컴퓨터 프로그래밍, 시스템 통합 및 관리업","J62","2019","10~","YEARS5","남","1",14756.0
"컴퓨터 프로그래밍, 시스템 통합 및 관리업","J62","2019","~1","YEARS1","여","2",4422.0
"컴퓨터 프로그래밍, 시스템 통합 및 관리업","J62","2019","1~3","YEARS2","여","2",6670.0
"컴퓨터 프로그래밍, 시스템 통합 및 관리업","J62","2019","3~5","YEARS3","여","2",2871.0
"컴퓨터 프로그래밍, 시스템 통합 및 관리업","J62","2019","5~10","YEARS4","여","2",5482.0
"컴퓨터 프로그래밍, 시스템 통합 및 관리업","J62","2019","10~","YEARS5","여","2",3015.0
"정보서비스업","J63","2019","~1","YEARS1","남","1",4515.0
"정보서비스업","J63","2019","1~3","YEARS2","남","1",7480.0
"정보서비스업","J63","2019","3~5","YEARS3","남","1",4310.0
"정보서비스업","J63","2019","5~10","YEARS4","남","1",6429.0
"정보서비스업","J63","2019","10~","YEARS5","남","1",6394.0
"정보서비스업","J63","2019","~1","YEARS1","여","2",4215.0
"정보서비스업","J63","2019","1~3","YEARS2","여","2",6648.0
"정보서비스업","J63","2019","3~5","YEARS3","여","2",3681.0
"정보서비스업","J63","2019","5~10","YEARS4","여","2",4573.0
"정보서비스업","J63","2019","10~","YEARS5","여","2",1964.0
"금융 및 보험업","K","2019","~1","YEARS1","남","1",17172.0
"금융 및 보험업","K","2019","1~3","YEARS2","남","1",29230.0
"금융 및 보험업","K","2019","3~5","YEARS3","남","1",22274.0
"금융 및 보험업","K","2019","5~10","YEARS4","남","1",38988.0
"금융 및 보험업","K","2019","10~","YEARS5","남","1",113666.0
"금융 및 보험업","K","2019","~1","YEARS1","여","2",19770.0
"금융 및 보험업","K","2019","1~3","YEARS2","여","2",31426.0
"금융 및 보험업","K","2019","3~5","YEARS3","여","2",19374.0
"금융 및 보험업","K","2019","5~10","YEARS4","여","2",39396.0
"금융 및 보험업","K","2019","10~","YEARS5","여","2",76280.0
"금융업","K64","2019","~1","YEARS1","남","1",6908.0
"금융업","K64","2019","1~3","YEARS2","남","1",10009.0
"금융업","K64","2019","3~5","YEARS3","남","1",8546.0
"금융업","K64","2019","5~10","YEARS4","남","1",14682.0
"금융업","K64","2019","10~","YEARS5","남","1",47248.0
"금융업","K64","2019","~1","YEARS1","여","2",7895.0
"금융업","K64","2019","1~3","YEARS2","여","2",11178.0
"금융업","K64","2019","3~5","YEARS3","여","2",8109.0
"금융업","K64","2019","5~10","YEARS4","여","2",20292.0
"금융업","K64","2019","10~","YEARS5","여","2",38892.0
"보험 및 연금업","K65","2019","~1","YEARS1","남","1",4061.0
"보험 및 연금업","K65","2019","1~3","YEARS2","남","1",7852.0
"보험 및 연금업","K65","2019","3~5","YEARS3","남","1",7081.0
"보험 및 연금업","K65","2019","5~10","YEARS4","남","1",13370.0
"보험 및 연금업","K65","2019","10~","YEARS5","남","1",46676.0
"보험 및 연금업","K65","2019","~1","YEARS1","여","2",6876.0
"보험 및 연금업","K65","2019","1~3","YEARS2","여","2",11823.0
"보험 및 연금업","K65","2019","3~5","YEARS3","여","2",6110.0
"보험 및 연금업","K65","2019","5~10","YEARS4","여","2",11127.0
"보험 및 연금업","K65","2019","10~","YEARS5","여","2",24091.0
"금융 및 보험 관련 서비스업","K66","2019","~1","YEARS1","남","1",6203.0
"금융 및 보험 관련 서비스업","K66","2019","1~3","YEARS2","남","1",11370.0
"금융 및 보험 관련 서비스업","K66","2019","3~5","YEARS3","남","1",6647.0
"금융 및 보험 관련 서비스업","K66","2019","5~10","YEARS4","남","1",10935.0
"금융 및 보험 관련 서비스업","K66","2019","10~","YEARS5","남","1",19742.0
"금융 및 보험 관련 서비스업","K66","2019","~1","YEARS1","여","2",5000.0
"금융 및 보험 관련 서비스업","K66","2019","1~3","YEARS2","여","2",8425.0
"금융 및 보험 관련 서비스업","K66","2019","3~5","YEARS3","여","2",5155.0
"금융 및 보험 관련 서비스업","K66","2019","5~10","YEARS4","여","2",7978.0
"금융 및 보험 관련 서비스업","K66","2019","10~","YEARS5","여","2",13298.0
"부동산업 및 임대업","L","2019","~1","YEARS1","남","1",47244.0
"부동산업 및 임대업","L","2019","1~3","YEARS2","남","1",56243.0
"부동산업 및 임대업","L","2019","3~5","YEARS3","남","1",29237.0
"부동산업 및 임대업","L","2019","5~10","YEARS4","남","1",31593.0
"부동산업 및 임대업","L","2019","10~","YEARS5","남","1",31946.0
