,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한,주소2
7824,에버온,고양 킨텍스꿈에그린아파트2,2,AC완속,경기도,고양시,"경기도 고양시 일산서구 킨텍스로 240103,104동사이 지하5층 38기둥",외부인 사용불가,"산서구 킨텍스로 240103,104동사이 지하5층 38기둥"
7825,에버온,고양 킨텍스꿈에그린아파트2,3,AC완속,경기도,고양시,"경기도 고양시 일산서구 킨텍스로 240103,104동사이 지하5층 38기둥",외부인 사용불가,"산서구 킨텍스로 240103,104동사이 지하5층 38기둥"
7826,에버온,고양 킨텍스꿈에그린아파트2,4,AC완속,경기도,고양시,"경기도 고양시 일산서구 킨텍스로 240103,104동사이 지하5층 38기둥",외부인 사용불가,"산서구 킨텍스로 240103,104동사이 지하5층 38기둥"
7827,에버온,고양 킨텍스꿈에그린아파트2,5,AC완속,경기도,고양시,"경기도 고양시 일산서구 킨텍스로 240103,104동사이 지하5층 38기둥",외부인 사용불가,"산서구 킨텍스로 240103,104동사이 지하5층 38기둥"
7828,에버온,고양 푸른마을5단지풍림아이원아파트,3,AC완속,경기도,고양시,경기도 고양시 덕양구 푸른마을로 56고양 푸른마을5단지풍림아이원아파트(고양동 730),거주자외 출입제한,양구 푸른마을로 56고양 푸른마을5단지풍림아이원아파트(고양동 730)
7829,에버온,고양_대화마을일신건영휴먼빌1주차장,1,AC완속,경기도,고양시,"경기도 고양시 일산서구 대화1로 611주차장(502,504동) 지하1층 A5우측",외부인 사용불가,"산서구 대화1로 611주차장(502,504동) 지하1층 A5우측"
7830,에버온,고양_대화마을일신건영휴먼빌1주차장,2,AC완속,경기도,고양시,"경기도 고양시 일산서구 대화1로 611주차장(502,504동) 지하1층 A5우측",외부인 사용불가,"산서구 대화1로 611주차장(502,504동) 지하1층 A5우측"
7831,에버온,고양_대화마을일신건영휴먼빌2주차장,1,AC완속,경기도,고양시,"경기도 고양시 일산서구 대화1로 612주차장(501,503동) 지하1층 B9우측",외부인 사용불가,"산서구 대화1로 612주차장(501,503동) 지하1층 B9우측"
7832,에버온,고양_대화마을일신건영휴먼빌2주차장,2,AC완속,경기도,고양시,"경기도 고양시 일산서구 대화1로 612주차장(501,503동) 지하1층 B9우측",외부인 사용불가,"산서구 대화1로 612주차장(501,503동) 지하1층 B9우측"
7833,에버온,고양_대화마을일신건영휴먼빌4주차장,1,AC완속,경기도,고양시,경기도 고양시 일산서구 대화1로 614주차장(602 604동) 지하1층 D13우측,외부인 사용불가,산서구 대화1로 614주차장(602 604동) 지하1층 D13우측
7834,에버온,고양_대화마을일신건영휴먼빌4주차장,2,AC완속,경기도,고양시,경기도 고양시 일산서구 대화1로 614주차장(602 604동) 지하1층 D13우측,외부인 사용불가,산서구 대화1로 614주차장(602 604동) 지하1층 D13우측
7835,에버온,고양_대화마을일신건영휴먼빌6주차장,1,AC완속,경기도,고양시,"경기도 고양시 일산서구 대화1로 616주차장(607,609동) 지하1층 F4좌측",외부인 사용불가,"산서구 대화1로 616주차장(607,609동) 지하1층 F4좌측"
7836,에버온,고양_대화마을일신건영휴먼빌6주차장,2,AC완속,경기도,고양시,"경기도 고양시 일산서구 대화1로 616주차장(607,609동) 지하1층 F4좌측",외부인 사용불가,"산서구 대화1로 616주차장(607,609동) 지하1층 F4좌측"
7837,에버온,고양_대화마을일신건영휴먼빌7주차장,1,AC완속,경기도,고양시,"경기도 고양시 일산서구 대화1로 617주차장(605,608동) 지하1층 G1좌측",외부인 사용불가,"산서구 대화1로 617주차장(605,608동) 지하1층 G1좌측"
7838,에버온,고양_대화마을일신건영휴먼빌7주차장,2,AC완속,경기도,고양시,"경기도 고양시 일산서구 대화1로 617주차장(605,608동) 지하1층 G1좌측",외부인 사용불가,"산서구 대화1로 617주차장(605,608동) 지하1층 G1좌측"
7839,에버온,고양원흥 테마주차타워,1,AC완속,경기도,고양시,경기도 고양시 덕양구 의장로 144(959 테마타워),외부인 사용불가,양구 의장로 144(959 테마타워)
7840,에버온,고양원흥 테마주차타워,2,AC완속,경기도,고양시,경기도 고양시 덕양구 의장로 144(959 테마타워),외부인 사용불가,양구 의장로 144(959 테마타워)
8084,에버온,의정부지방법원 고양지원,1,AC완속,경기도,고양시,경기도 고양시 일산동구 장백로 209 (장항동)고양지원 임직원 주차장 입구,관계자 외 출입 금지,산동구 장백로 209 (장항동)고양지원 임직원 주차장 입구
8085,에버온,의정부지방법원 고양지원,2,AC완속,경기도,고양시,경기도 고양시 일산동구 장백로 209 (장항동)고양지원 임직원 주차장 입구,관계자 외 출입 금지,산동구 장백로 209 (장항동)고양지원 임직원 주차장 입구
8104,에버온,중부대학교(고양캠퍼스),1,AC완속,경기도,고양시,경기도 고양시 덕양구 동헌로307번길 14-5인농관 앞,학교 교직원으로 제한,양구 동헌로307번길 14-5인농관 앞
8105,에버온,중부대학교(고양캠퍼스),2,AC완속,경기도,고양시,경기도 고양시 덕양구 동헌로307번길 14-5인농관 앞,학교 교직원으로 제한,양구 동헌로307번길 14-5인농관 앞
8106,에버온,중부대학교(고양캠퍼스),3,AC완속,경기도,고양시,경기도 고양시 덕양구 동헌로307번길 14-5인농관 앞,학교 교직원으로 제한,양구 동헌로307번길 14-5인농관 앞
8107,에버온,중부대학교(고양캠퍼스),4,AC완속,경기도,고양시,경기도 고양시 덕양구 동헌로307번길 14-5인농관 앞,학교 교직원으로 제한,양구 동헌로307번길 14-5인농관 앞
8158,에버온,힐스테이트일산오피스텔102동,1,AC완속,경기도,고양시,"경기도 고양시 일산서구 킨텍스로 217-21102동 지하4층주차장 C09,D09기둥",외부인 사용불가,"산서구 킨텍스로 217-21102동 지하4층주차장 C09,D09기둥"
8159,에버온,힐스테이트일산오피스텔102동,2,AC완속,경기도,고양시,"경기도 고양시 일산서구 킨텍스로 217-21102동 지하4층주차장 C09,D09기둥",외부인 사용불가,"산서구 킨텍스로 217-21102동 지하4층주차장 C09,D09기둥"
8160,에버온,힐스테이트일산오피스텔102동,3,AC완속,경기도,고양시,"경기도 고양시 일산서구 킨텍스로 217-21102동 지하4층주차장 C09,D09기둥",외부인 사용불가,"산서구 킨텍스로 217-21102동 지하4층주차장 C09,D09기둥"
8161,에버온,힐스테이트일산오피스텔102동,4,AC완속,경기도,고양시,"경기도 고양시 일산서구 킨텍스로 217-21102동 지하4층주차장 C09,D09기둥",외부인 사용불가,"산서구 킨텍스로 217-21102동 지하4층주차장 C09,D09기둥"
8162,에버온,힐스테이트일산오피스텔102동,5,AC완속,경기도,고양시,"경기도 고양시 일산서구 킨텍스로 217-21102동 지하4층주차장 C09,D09기둥",외부인 사용불가,"산서구 킨텍스로 217-21102동 지하4층주차장 C09,D09기둥"
8163,에버온,힐스테이트일산오피스텔103동,1,AC완속,경기도,고양시,경기도 고양시 일산서구 킨텍스로 217-21103동지하4층주차장 H09기둥,외부인 사용불가,산서구 킨텍스로 217-21103동지하4층주차장 H09기둥
8164,에버온,힐스테이트일산오피스텔103동,2,AC완속,경기도,고양시,경기도 고양시 일산서구 킨텍스로 217-21103동지하4층주차장 H09기둥,외부인 사용불가,산서구 킨텍스로 217-21103동지하4층주차장 H09기둥
8165,에버온,힐스테이트일산오피스텔103동,3,AC완속,경기도,고양시,경기도 고양시 일산서구 킨텍스로 217-21103동지하4층주차장 H09기둥,외부인 사용불가,산서구 킨텍스로 217-21103동지하4층주차장 H09기둥
8166,에버온,힐스테이트일산오피스텔103동,4,AC완속,경기도,고양시,경기도 고양시 일산서구 킨텍스로 217-21103동지하4층주차장 H09기둥,외부인 사용불가,산서구 킨텍스로 217-21103동지하4층주차장 H09기둥
8167,에버온,힐스테이트일산오피스텔103동,5,AC완속,경기도,고양시,경기도 고양시 일산서구 킨텍스로 217-21103동지하4층주차장 H09기둥,외부인 사용불가,산서구 킨텍스로 217-21103동지하4층주차장 H09기둥
8207,클린일렉스,3차성원아파트,1,AC완속,경기도,고양시,경기도 고양시 일산동구 고풍로 72-11,거주자외 출입제한,산동구 고풍로 72-11
8208,클린일렉스,3차성원아파트,2,AC완속,경기도,고양시,경기도 고양시 일산동구 고풍로 72-11,거주자외 출입제한,산동구 고풍로 72-11
8209,클린일렉스,3차성원아파트,3,AC완속,경기도,고양시,경기도 고양시 일산동구 고풍로 72-11,거주자외 출입제한,산동구 고풍로 72-11
8210,클린일렉스,3차성원아파트,4,AC완속,경기도,고양시,경기도 고양시 일산동구 고풍로 72-11,거주자외 출입제한,산동구 고풍로 72-11
8211,클린일렉스,3차성원아파트,5,AC완속,경기도,고양시,경기도 고양시 일산동구 고풍로 72-11,거주자외 출입제한,산동구 고풍로 72-11
8212,클린일렉스,3차성원아파트,6,AC완속,경기도,고양시,경기도 고양시 일산동구 고풍로 72-11,거주자외 출입제한,산동구 고풍로 72-11
8237,클린일렉스,그랜드백화점일산점,1,AC완속,경기도,고양시,경기도 고양시 일산서구 중앙로 1436,거주자외 출입제한,산서구 중앙로 1436
8238,클린일렉스,그랜드백화점일산점,2,AC완속,경기도,고양시,경기도 고양시 일산서구 중앙로 1436,거주자외 출입제한,산서구 중앙로 1436
8239,클린일렉스,그랜드백화점일산점,3,AC완속,경기도,고양시,경기도 고양시 일산서구 중앙로 1436,거주자외 출입제한,산서구 중앙로 1436
8240,클린일렉스,그랜드백화점일산점,4,AC완속,경기도,고양시,경기도 고양시 일산서구 중앙로 1436,거주자외 출입제한,산서구 중앙로 1436
8241,클린일렉스,그랜드백화점일산점,5,AC완속,경기도,고양시,경기도 고양시 일산서구 중앙로 1436,거주자외 출입제한,산서구 중앙로 1436
8328,클린일렉스,동도센트리움아파트(고양),1,AC완속,경기도,고양시,경기도 고양시 덕양구 백양로 65동도센트리움,거주자외 출입제한,양구 백양로 65동도센트리움
8329,클린일렉스,동도센트리움아파트(고양),2,AC완속,경기도,고양시,경기도 고양시 덕양구 백양로 65동도센트리움,거주자외 출입제한,양구 백양로 65동도센트리움
8330,클린일렉스,동도센트리움아파트(고양),3,AC완속,경기도,고양시,경기도 고양시 덕양구 백양로 65동도센트리움,거주자외 출입제한,양구 백양로 65동도센트리움
8386,클린일렉스,문촌마을1단지우성아파트_1,1,AC완속,경기도,고양시,경기도 고양시 일산서구 대산로 184,거주자외 출입제한,산서구 대산로 184
8387,클린일렉스,문촌마을1단지우성아파트_1,2,AC완속,경기도,고양시,경기도 고양시 일산서구 대산로 184,거주자외 출입제한,산서구 대산로 184
8388,클린일렉스,문촌마을1단지우성아파트_1,3,AC완속,경기도,고양시,경기도 고양시 일산서구 대산로 184,거주자외 출입제한,산서구 대산로 184
8389,클린일렉스,문촌마을1단지우성아파트_1,4,AC완속,경기도,고양시,경기도 고양시 일산서구 대산로 184,거주자외 출입제한,산서구 대산로 184
8390,클린일렉스,문촌마을1단지우성아파트_2,1,AC완속,경기도,고양시,경기도 고양시 일산서구 대산로 184,거주자외 출입제한,산서구 대산로 184
8391,클린일렉스,문촌마을1단지우성아파트_2,2,AC완속,경기도,고양시,경기도 고양시 일산서구 대산로 184,거주자외 출입제한,산서구 대산로 184
8392,클린일렉스,문촌마을1단지우성아파트_2,3,AC완속,경기도,고양시,경기도 고양시 일산서구 대산로 184,거주자외 출입제한,산서구 대산로 184
8393,클린일렉스,문촌마을1단지우성아파트_3,1,AC완속,경기도,고양시,경기도 고양시 일산서구 대산로 184,거주자외 출입제한,산서구 대산로 184
8394,클린일렉스,문촌마을1단지우성아파트_3,2,AC완속,경기도,고양시,경기도 고양시 일산서구 대산로 184,거주자외 출입제한,산서구 대산로 184
8395,클린일렉스,문촌마을1단지우성아파트_3,3,AC완속,경기도,고양시,경기도 고양시 일산서구 대산로 184,거주자외 출입제한,산서구 대산로 184
8461,클린일렉스,별빛마을7단지아파트,1,AC완속,경기도,고양시,경기도 고양시 덕양구 화신로 340별빛마을7단지아파트,거주자외 출입제한,양구 화신로 340별빛마을7단지아파트
8462,클린일렉스,별빛마을7단지아파트,2,AC완속,경기도,고양시,경기도 고양시 덕양구 화신로 340별빛마을7단지아파트,거주자외 출입제한,양구 화신로 340별빛마을7단지아파트
8463,클린일렉스,별빛마을7단지아파트,3,AC완속,경기도,고양시,경기도 고양시 덕양구 화신로 340별빛마을7단지아파트,거주자외 출입제한,양구 화신로 340별빛마을7단지아파트
8464,클린일렉스,별빛마을7단지아파트,4,AC완속,경기도,고양시,경기도 고양시 덕양구 화신로 340별빛마을7단지아파트,거주자외 출입제한,양구 화신로 340별빛마을7단지아파트
8465,클린일렉스,별빛마을7단지아파트,5,AC완속,경기도,고양시,경기도 고양시 덕양구 화신로 340별빛마을7단지아파트,거주자외 출입제한,양구 화신로 340별빛마을7단지아파트
8466,클린일렉스,별빛마을7단지아파트,6,AC완속,경기도,고양시,경기도 고양시 덕양구 화신로 340별빛마을7단지아파트,거주자외 출입제한,양구 화신로 340별빛마을7단지아파트
8467,클린일렉스,별빛마을7단지아파트,7,AC완속,경기도,고양시,경기도 고양시 덕양구 화신로 340별빛마을7단지아파트,거주자외 출입제한,양구 화신로 340별빛마을7단지아파트
8468,클린일렉스,별빛마을7단지아파트,8,AC완속,경기도,고양시,경기도 고양시 덕양구 화신로 340별빛마을7단지아파트,거주자외 출입제한,양구 화신로 340별빛마을7단지아파트
8559,클린일렉스,숲속마을3단지아파트,1,AC완속,경기도,고양시,경기도 고양시 일산동구 숲속마을로 65,거주자외 출입제한,산동구 숲속마을로 65
8560,클린일렉스,숲속마을3단지아파트,2,AC완속,경기도,고양시,경기도 고양시 일산동구 숲속마을로 65,거주자외 출입제한,산동구 숲속마을로 65
8561,클린일렉스,숲속마을3단지아파트,3,AC완속,경기도,고양시,경기도 고양시 일산동구 숲속마을로 65,거주자외 출입제한,산동구 숲속마을로 65
8562,클린일렉스,숲속마을3단지아파트,4,AC완속,경기도,고양시,경기도 고양시 일산동구 숲속마을로 65,거주자외 출입제한,산동구 숲속마을로 65
8563,클린일렉스,숲속마을3단지아파트,5,AC완속,경기도,고양시,경기도 고양시 일산동구 숲속마을로 65,거주자외 출입제한,산동구 숲속마을로 65
8774,클린일렉스,장성마을4단지대명2차아파트,1,AC완속,경기도,고양시,경기도 고양시 일산서구 호수로 896장성마을4단지아파트,거주자외 출입제한,산서구 호수로 896장성마을4단지아파트
8775,클린일렉스,장성마을4단지대명2차아파트,2,AC완속,경기도,고양시,경기도 고양시 일산서구 호수로 896장성마을4단지아파트,거주자외 출입제한,산서구 호수로 896장성마을4단지아파트
8776,클린일렉스,장성마을4단지대명2차아파트,3,AC완속,경기도,고양시,경기도 고양시 일산서구 호수로 896장성마을4단지아파트,거주자외 출입제한,산서구 호수로 896장성마을4단지아파트
8969,이카플러그,SK엠드라마파크1,1,AC완속,경기도,고양시,"경기도 고양시 일산동구 백마로 195(장항동, 엠시티타워&엠시티오피스텔)(869 엠시티타워&엠시티오피스텔)",거주자외 출입제한,"산동구 백마로 195(장항동, 엠시티타워&엠시티오피스텔)(869 엠시티타워&엠시티오피스텔)"
8970,이카플러그,SK엠드라마파크1,11,AC완속,경기도,고양시,"경기도 고양시 일산동구 백마로 195(장항동, 엠시티타워&엠시티오피스텔)(869 엠시티타워&엠시티오피스텔)",거주자외 출입제한,"산동구 백마로 195(장항동, 엠시티타워&엠시티오피스텔)(869 엠시티타워&엠시티오피스텔)"
8971,이카플러그,SK엠드라마파크2,1,AC완속,경기도,고양시,"경기도 고양시 일산동구 백마로 195(장항동, 엠시티타워&엠시티오피스텔)(869 엠시티타워&엠시티오피스텔)",거주자외 출입제한,"산동구 백마로 195(장항동, 엠시티타워&엠시티오피스텔)(869 엠시티타워&엠시티오피스텔)"
8972,이카플러그,SK엠드라마파크2,11,AC완속,경기도,고양시,"경기도 고양시 일산동구 백마로 195(장항동, 엠시티타워&엠시티오피스텔)(869 엠시티타워&엠시티오피스텔)",거주자외 출입제한,"산동구 백마로 195(장항동, 엠시티타워&엠시티오피스텔)(869 엠시티타워&엠시티오피스텔)"
9009,이카플러그,고양 둥글이네(이영수),1,AC완속,경기도,고양시,경기도 고양시 덕양구 북한산로387번길 45-121층주차장,시설 상황에 따라 이용이 제한될 수 있음,양구 북한산로387번길 45-121층주차장
9010,이카플러그,고양 비에스모텔,1,AC완속,경기도,고양시,경기도 고양시 일산동구 장백로 66구내주차장,시설 상황에 따라 이용이 제한될 수 있음,산동구 장백로 66구내주차장
9011,이카플러그,고양 비에스모텔,2,AC완속,경기도,고양시,경기도 고양시 일산동구 장백로 66구내주차장,시설 상황에 따라 이용이 제한될 수 있음,산동구 장백로 66구내주차장
9012,이카플러그,고양 케이엠오토모빌,1,AC완속,경기도,고양시,경기도 고양시 덕양구 통일로 1196옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,양구 통일로 1196옥외주차장
9013,이카플러그,고양 케이엠오토모빌,2,AC완속,경기도,고양시,경기도 고양시 덕양구 통일로 1196옥외주차장,시설 상황에 따라 이용이 제한될 수 있음,양구 통일로 1196옥외주차장
9014,이카플러그,고양세무서 충전소(NEWK),1,AC완속,경기도,고양시,경기도 고양시 일산동구 중앙로1275번길 14-43(장항동)(774 고양세무서),시설 상황에 따라 이용이 제한될 수 있음,산동구 중앙로1275번길 14-43(장항동)(774 고양세무서)
9665,이카플러그,일산태영1차아파트,1,AC완속,경기도,고양시,경기도 고양시 일산서구 고양대로 624지하주차장(954 일산태영데시앙1단지아파트),거주자외 출입제한,산서구 고양대로 624지하주차장(954 일산태영데시앙1단지아파트)
9666,이카플러그,일산태영2차아파트,1,AC완속,경기도,고양시,경기도 고양시 일산서구 고양대로 622지하주차장 18기둥(954-5 일산태영데시앙2단지아파트),거주자외 출입제한,산서구 고양대로 622지하주차장 18기둥(954-5 일산태영데시앙2단지아파트)
10086,파워큐브,고양원흥동일스위트,1,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10087,파워큐브,고양원흥동일스위트,2,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10088,파워큐브,고양원흥동일스위트,3,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10089,파워큐브,고양원흥동일스위트,4,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10090,파워큐브,고양원흥동일스위트,5,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10091,파워큐브,고양원흥동일스위트,6,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10092,파워큐브,고양원흥동일스위트,7,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10093,파워큐브,고양원흥동일스위트,8,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10094,파워큐브,고양원흥동일스위트,9,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10095,파워큐브,고양원흥동일스위트,10,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10096,파워큐브,고양원흥동일스위트,11,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10097,파워큐브,고양원흥동일스위트,12,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10098,파워큐브,고양원흥동일스위트,13,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10099,파워큐브,고양원흥동일스위트,14,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10100,파워큐브,고양원흥동일스위트,15,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10101,파워큐브,고양원흥동일스위트,16,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10102,파워큐브,고양원흥동일스위트,17,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10103,파워큐브,고양원흥동일스위트,18,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10104,파워큐브,고양원흥동일스위트,19,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10105,파워큐브,고양원흥동일스위트,20,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10106,파워큐브,고양원흥동일스위트,21,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10107,파워큐브,고양원흥동일스위트,22,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10108,파워큐브,고양원흥동일스위트,23,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10109,파워큐브,고양원흥동일스위트,24,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10110,파워큐브,고양원흥동일스위트,25,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10111,파워큐브,고양원흥동일스위트,26,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10112,파워큐브,고양원흥동일스위트,27,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10113,파워큐브,고양원흥동일스위트,28,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10114,파워큐브,고양원흥동일스위트,29,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10115,파워큐브,고양원흥동일스위트,30,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10116,파워큐브,고양원흥동일스위트,31,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10117,파워큐브,고양원흥동일스위트,32,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10118,파워큐브,고양원흥동일스위트,33,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10119,파워큐브,고양원흥동일스위트,34,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10120,파워큐브,고양원흥동일스위트,35,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10121,파워큐브,고양원흥동일스위트,36,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10122,파워큐브,고양원흥동일스위트,37,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10123,파워큐브,고양원흥동일스위트,38,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10124,파워큐브,고양원흥동일스위트,39,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10125,파워큐브,고양원흥동일스위트,40,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10126,파워큐브,고양원흥동일스위트,41,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10127,파워큐브,고양원흥동일스위트,42,AC완속,경기도,고양시,경기도 고양시 덕양구 도래울1로 80(원흥 동일스위트),거주자 외 출입제한,양구 도래울1로 80(원흥 동일스위트)
10598,파워큐브,대화마을양우파크타운 P1,1,AC완속,경기도,고양시,"경기도 고양시 일산서구 대화1로 701,3주차장 관리실 앞 지하1층, 4동 지하1층",거주자외 출입제한,"산서구 대화1로 701,3주차장 관리실 앞 지하1층, 4동 지하1층"
10599,파워큐브,대화마을양우파크타운 P1,2,AC완속,경기도,고양시,"경기도 고양시 일산서구 대화1로 701,3주차장 관리실 앞 지하1층, 4동 지하1층",거주자외 출입제한,"산서구 대화1로 701,3주차장 관리실 앞 지하1층, 4동 지하1층"
10600,파워큐브,대화마을양우파크타운 P2,1,AC완속,경기도,고양시,"경기도 고양시 일산서구 대화1로 701,3주차장 관리실 앞 지하1층, 4동 지하1층",거주자외 출입제한,"산서구 대화1로 701,3주차장 관리실 앞 지하1층, 4동 지하1층"
10601,파워큐브,대화마을양우파크타운 P2,2,AC완속,경기도,고양시,"경기도 고양시 일산서구 대화1로 701,3주차장 관리실 앞 지하1층, 4동 지하1층",거주자외 출입제한,"산서구 대화1로 701,3주차장 관리실 앞 지하1층, 4동 지하1층"
10602,파워큐브,대화마을양우파크타운 P3,1,AC완속,경기도,고양시,"경기도 고양시 일산서구 대화1로 701,3주차장 관리실 앞 지하1층, 4동 지하1층",거주자외 출입제한,"산서구 대화1로 701,3주차장 관리실 앞 지하1층, 4동 지하1층"
10603,파워큐브,대화마을양우파크타운 P3,2,AC완속,경기도,고양시,"경기도 고양시 일산서구 대화1로 701,3주차장 관리실 앞 지하1층, 4동 지하1층",거주자외 출입제한,"산서구 대화1로 701,3주차장 관리실 앞 지하1층, 4동 지하1층"
10604,파워큐브,대화한라비발디,1,AC완속,경기도,고양시,경기도 고양시 일산서구 대화2로 68,거주자외 출입제한,산서구 대화2로 68
