,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한,lat,lng
678,차지비,이진캐스빌블루2차아파트,2,AC완속,부산광역시,기장군,부산광역시 기장군 기장읍 차성로 452 (교리     이진캐스빌블루2차아파트),제한없음,35.25536656,129.2191752
679,차지비,장안산단효성전기,1,AC완속,부산광역시,기장군,"부산광역시 기장군 장안읍 장안산단9로 190 (반룡리, (주)효성전기)(839-3 ((주)효성전기))",제한없음,35.32475242,129.2565893
680,차지비,주례청구아파트,1,AC완속,부산광역시,사상구,"부산광역시 사상구 백양대로494번길 38 (주례동, 청구아파트)123동 지하주차장",제한없음,35.1552457,129.0011492
681,차지비,주례청구아파트,2,AC완속,부산광역시,사상구,"부산광역시 사상구 백양대로494번길 38 (주례동, 청구아파트)123동 지하주차장",제한없음,35.1552457,129.0011492
682,차지비,주례한일유엔아이아파트,1,AC완속,부산광역시,사상구,"부산광역시 사상구 백양대로 372-15 (주례동, 주례한일유앤아이아파트)101~102동 지하4층 18기둥",제한없음,35.15464473,129.0101481
683,차지비,주례한일유엔아이아파트,2,AC완속,부산광역시,사상구,"부산광역시 사상구 백양대로 372-15 (주례동, 주례한일유앤아이아파트)101~102동 지하4층 18기둥",제한없음,35.15464473,129.0101481
684,차지비,주례한일유엔아이아파트,3,AC완속,부산광역시,사상구,"부산광역시 사상구 백양대로 372-15 (주례동, 주례한일유앤아이아파트)101~102동 지하4층 18기둥",제한없음,35.15464473,129.0101481
685,차지비,주례한일유엔아이아파트,4,AC완속,부산광역시,사상구,"부산광역시 사상구 백양대로 372-15 (주례동, 주례한일유앤아이아파트)101~102동 지하4층 18기둥",제한없음,35.15464473,129.0101481
686,차지비,주례한일유엔아이아파트,5,AC완속,부산광역시,사상구,"부산광역시 사상구 백양대로 372-15 (주례동, 주례한일유앤아이아파트)101~102동 지하4층 18기둥",제한없음,35.15464473,129.0101481
687,차지비,중동롯데캐슬마린아파트,1,AC완속,부산광역시,해운대구,"부산광역시 해운대구 중동2로34번길 29 (중동, 롯데캐슬마린아파트)(1360 (롯데캐슬마린아파트))",제한없음,35.16593448,129.1650771
688,차지비,중동롯데캐슬마린아파트,2,AC완속,부산광역시,해운대구,"부산광역시 해운대구 중동2로34번길 29 (중동, 롯데캐슬마린아파트)(1360 (롯데캐슬마린아파트))",제한없음,35.16593448,129.1650771
689,차지비,중동롯데캐슬마린아파트,3,AC완속,부산광역시,해운대구,"부산광역시 해운대구 중동2로34번길 29 (중동, 롯데캐슬마린아파트)(1360 (롯데캐슬마린아파트))",제한없음,35.16593448,129.1650771
690,차지비,중동롯데캐슬마린아파트,4,AC완속,부산광역시,해운대구,"부산광역시 해운대구 중동2로34번길 29 (중동, 롯데캐슬마린아파트)(1360 (롯데캐슬마린아파트))",제한없음,35.16593448,129.1650771
691,차지비,중동롯데캐슬마린아파트,5,AC완속,부산광역시,해운대구,"부산광역시 해운대구 중동2로34번길 29 (중동, 롯데캐슬마린아파트)(1360 (롯데캐슬마린아파트))",제한없음,35.16593448,129.1650771
692,차지비,한국마사회 부산경남지역본부,1,AC완속,부산광역시,강서구,"부산광역시 강서구 가락대로 929 (범방동, 부산경남경마공원)",제한없음,35.15474347,128.8819761
693,차지비,한국마사회 부산경남지역본부,2,AC완속,부산광역시,강서구,"부산광역시 강서구 가락대로 929 (범방동, 부산경남경마공원)",제한없음,35.15474347,128.8819761
694,차지비,한국마사회 부산경남지역본부,3,AC완속,부산광역시,강서구,"부산광역시 강서구 가락대로 929 (범방동, 부산경남경마공원)",제한없음,35.15474347,128.8819761
695,차지비,한국마사회 부산경남지역본부,4,AC완속,부산광역시,강서구,"부산광역시 강서구 가락대로 929 (범방동, 부산경남경마공원)",제한없음,35.15474347,128.8819761
696,차지비,한국마사회 부산경남지역본부,5,AC완속,부산광역시,강서구,"부산광역시 강서구 가락대로 929 (범방동, 부산경남경마공원)",제한없음,35.15474347,128.8819761
697,차지비,해운대 대우2차아파트,1,AC완속,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로 275 (좌동, 대우2차아파트)(1438 (대우2차아파트))",제한없음,35.17245308,129.1832275
698,차지비,해운대 대우2차아파트,2,AC완속,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로 275 (좌동, 대우2차아파트)(1438 (대우2차아파트))",제한없음,35.17245308,129.1832275
699,차지비,해운대 대우2차아파트,3,AC완속,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로 275 (좌동, 대우2차아파트)(1438 (대우2차아파트))",제한없음,35.17245308,129.1832275
700,차지비,해운대 대우2차아파트,4,AC완속,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로 275 (좌동, 대우2차아파트)(1438 (대우2차아파트))",제한없음,35.17245308,129.1832275
701,차지비,해운대 대우2차아파트,5,AC완속,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로 275 (좌동, 대우2차아파트)(1438 (대우2차아파트))",제한없음,35.17245308,129.1832275
702,차지비,해운대동부올림픽타운,1,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대로 428 (우동     동부올림픽타운),제한없음,35.16688367,129.1398406
703,차지비,해운대동부올림픽타운,2,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대로 428 (우동     동부올림픽타운),제한없음,35.16688367,129.1398406
704,차지비,해운대동부올림픽타운,3,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대로 428 (우동     동부올림픽타운),제한없음,35.16688367,129.1398406
705,차지비,해운대동부올림픽타운,4,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대로 428 (우동     동부올림픽타운),제한없음,35.16688367,129.1398406
706,차지비,해운대비치로데오아울렛,1,AC완속,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로 473 (중동, 해운대로데오아울렛)D동 2주차장 지하1층",제한없음,35.16366622,129.1694173
707,차지비,해운대삼성아파트,1,AC완속,부산광역시,해운대구,"부산광역시 해운대구 세실로 174 (좌동, 삼성아파트)(1413 (삼성아파트))",제한없음,35.17907054,129.1773346
708,차지비,해운대삼성아파트,2,AC완속,부산광역시,해운대구,"부산광역시 해운대구 세실로 174 (좌동, 삼성아파트)(1413 (삼성아파트))",제한없음,35.17907054,129.1773346
709,차지비,해운대삼성아파트,3,AC완속,부산광역시,해운대구,"부산광역시 해운대구 세실로 174 (좌동, 삼성아파트)(1413 (삼성아파트))",제한없음,35.17907054,129.1773346
710,차지비,해운대삼성아파트,4,AC완속,부산광역시,해운대구,"부산광역시 해운대구 세실로 174 (좌동, 삼성아파트)(1413 (삼성아파트))",제한없음,35.17907054,129.1773346
711,차지비,해운대삼성아파트,5,AC완속,부산광역시,해운대구,"부산광역시 해운대구 세실로 174 (좌동, 삼성아파트)(1413 (삼성아파트))",제한없음,35.17907054,129.1773346
712,차지비,해운대삼정그린코아아파트,1,AC완속,부산광역시,해운대구,"부산광역시 해운대구 해운대로 777 (중동, 삼정그린코아아파트)(262-1 (삼정그린코아아파트))",제한없음,35.16836557,129.1741101
713,차지비,해운대삼정그린코아아파트,2,AC완속,부산광역시,해운대구,"부산광역시 해운대구 해운대로 777 (중동, 삼정그린코아아파트)(262-1 (삼정그린코아아파트))",제한없음,35.16836557,129.1741101
714,차지비,해운대영남아파트,1,AC완속,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로311번길 8 (좌동, 해운대영남아파트)지하 1층 318",제한없음,35.16807996,129.1830873
715,차지비,해운대영남아파트,2,AC완속,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로311번길 8 (좌동, 해운대영남아파트)지하 1층 318",제한없음,35.16807996,129.1830873
716,차지비,해운대영남아파트,3,AC완속,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로311번길 8 (좌동, 해운대영남아파트)지하 1층 318",제한없음,35.16807996,129.1830873
717,차지비,해운대영남아파트,4,AC완속,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로311번길 8 (좌동, 해운대영남아파트)지하 1층 318",제한없음,35.16807996,129.1830873
718,차지비,해운대영남아파트,5,AC완속,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로311번길 8 (좌동, 해운대영남아파트)지하 1층 318",제한없음,35.16807996,129.1830873
719,차지비,해운대영남아파트,6,AC완속,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로311번길 8 (좌동, 해운대영남아파트)지하 1층 318",제한없음,35.16807996,129.1830873
720,차지비,해운대컨트리클럽(해운대CC),1,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 병산2로 265 (병산리)(병산리 산6),제한없음,35.36370629,129.2041477
721,차지비,해운대컨트리클럽(해운대CC),2,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 병산2로 265 (병산리)(병산리 산6),제한없음,35.36370629,129.2041477
722,차지비,해운대컨트리클럽(해운대CC),3,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 병산2로 265 (병산리)(병산리 산6),제한없음,35.36370629,129.2041477
723,차지비,해운대컨트리클럽(해운대CC),4,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 병산2로 265 (병산리)(병산리 산6),제한없음,35.36370629,129.2041477
724,차지비,해운대한일아파트,1,AC완속,부산광역시,해운대구,"부산광역시 해운대구 대천로 56 (좌동, 한일아파트)",제한없음,35.17258062,129.1712839
725,차지비,해운대한일아파트,2,AC완속,부산광역시,해운대구,"부산광역시 해운대구 대천로 56 (좌동, 한일아파트)",제한없음,35.17258062,129.1712839
726,차지비,해운대한일아파트,3,AC완속,부산광역시,해운대구,"부산광역시 해운대구 대천로 56 (좌동, 한일아파트)",제한없음,35.17258062,129.1712839
727,차지비,해운대한일아파트,4,AC완속,부산광역시,해운대구,"부산광역시 해운대구 대천로 56 (좌동, 한일아파트)",제한없음,35.17258062,129.1712839
728,차지비,해운대현대아파트,1,AC완속,부산광역시,해운대구,"부산광역시 해운대구 양운로37번길 11 (좌동, 현대아파트)",제한없음,35.16553315,129.1780844
729,차지비,해운대현대아파트,2,AC완속,부산광역시,해운대구,"부산광역시 해운대구 양운로37번길 11 (좌동, 현대아파트)",제한없음,35.16553315,129.1780844
730,차지비,해운대현대아파트,3,AC완속,부산광역시,해운대구,"부산광역시 해운대구 양운로37번길 11 (좌동, 현대아파트)",제한없음,35.16553315,129.1780844
731,차지비,해운대현대아파트,4,AC완속,부산광역시,해운대구,"부산광역시 해운대구 양운로37번길 11 (좌동, 현대아파트)",제한없음,35.16553315,129.1780844
732,차지비,현대무지개타운,1,AC완속,부산광역시,사상구,부산광역시 사상구 주례로 93 (주례동     현대무지개타운),제한없음,35.14496383,129.0049861
733,차지비,현대무지개타운,2,AC완속,부산광역시,사상구,부산광역시 사상구 주례로 93 (주례동     현대무지개타운),제한없음,35.14496383,129.0049861
734,차지비,현대무지개타운,3,AC완속,부산광역시,사상구,부산광역시 사상구 주례로 93 (주례동     현대무지개타운),제한없음,35.14496383,129.0049861
735,차지비,현대무지개타운,4,AC완속,부산광역시,사상구,부산광역시 사상구 주례로 93 (주례동     현대무지개타운),제한없음,35.14496383,129.0049861
736,차지비,현대무지개타운,5,AC완속,부산광역시,사상구,부산광역시 사상구 주례로 93 (주례동     현대무지개타운),제한없음,35.14496383,129.0049861
737,차지비,현대베네시티,1,AC완속,부산광역시,해운대구,"부산광역시 해운대구 해운대해변로 163 (우동, 현대베네시티아파트)(1432 (현대베네시티아파트))",제한없음,35.15816911,129.1507284
738,차지비,현대베네시티,2,AC완속,부산광역시,해운대구,"부산광역시 해운대구 해운대해변로 163 (우동, 현대베네시티아파트)(1432 (현대베네시티아파트))",제한없음,35.15816911,129.1507284
739,차지비,현대베네시티,3,AC완속,부산광역시,해운대구,"부산광역시 해운대구 해운대해변로 163 (우동, 현대베네시티아파트)(1432 (현대베네시티아파트))",제한없음,35.15816911,129.1507284
740,차지비,현대베네시티,4,AC완속,부산광역시,해운대구,"부산광역시 해운대구 해운대해변로 163 (우동, 현대베네시티아파트)(1432 (현대베네시티아파트))",제한없음,35.15816911,129.1507284
741,차지비,현대베네시티,5,AC완속,부산광역시,해운대구,"부산광역시 해운대구 해운대해변로 163 (우동, 현대베네시티아파트)(1432 (현대베네시티아파트))",제한없음,35.15816911,129.1507284
742,차지비,화명2차현대아파트,1,AC완속,부산광역시,북구,"부산광역시 북구 화명신도시로 48 (화명동, 화명2차현대아파트) 201동~208동(2307 (화명2차현대아파트))",제한없음,35.2273097,129.010014
743,차지비,화명2차현대아파트,2,AC완속,부산광역시,북구,"부산광역시 북구 화명신도시로 48 (화명동, 화명2차현대아파트) 201동~208동(2307 (화명2차현대아파트))",제한없음,35.2273097,129.010014
744,차지비,화명2차현대아파트,3,AC완속,부산광역시,북구,"부산광역시 북구 화명신도시로 48 (화명동, 화명2차현대아파트) 201동~208동(2307 (화명2차현대아파트))",제한없음,35.2273097,129.010014
745,차지비,화명2차현대아파트,4,AC완속,부산광역시,북구,"부산광역시 북구 화명신도시로 48 (화명동, 화명2차현대아파트) 201동~208동(2307 (화명2차현대아파트))",제한없음,35.2273097,129.010014
746,차지비,화명동대림타운,1,AC완속,부산광역시,북구,"부산광역시 북구 금곡대로 268 (화명동, 화명동대림타운) 301동~308동,401동~410동(1170-1 (화명동대림타운))",제한없음,35.23140802,129.0151331
747,차지비,화명동대림타운,2,AC완속,부산광역시,북구,"부산광역시 북구 금곡대로 268 (화명동, 화명동대림타운) 301동~308동,401동~410동(1170-1 (화명동대림타운))",제한없음,35.23140802,129.0151331
748,차지비,화명동대림타운,3,AC완속,부산광역시,북구,"부산광역시 북구 금곡대로 268 (화명동, 화명동대림타운) 301동~308동,401동~410동(1170-1 (화명동대림타운))",제한없음,35.23140802,129.0151331
749,차지비,화명동대림타운,4,AC완속,부산광역시,북구,"부산광역시 북구 금곡대로 268 (화명동, 화명동대림타운) 301동~308동,401동~410동(1170-1 (화명동대림타운))",제한없음,35.23140802,129.0151331
750,차지비,화명동롯데낙천대아파트,1,AC완속,부산광역시,북구,부산광역시 북구 화명신도시로 156 (화명동     롯데아파트낙천대) 101동~115동 상가동,제한없음,35.23745769,129.0118679
751,차지비,화명동롯데낙천대아파트,2,AC완속,부산광역시,북구,부산광역시 북구 화명신도시로 156 (화명동     롯데아파트낙천대) 101동~115동 상가동,제한없음,35.23745769,129.0118679
752,차지비,화명동롯데낙천대아파트,3,AC완속,부산광역시,북구,부산광역시 북구 화명신도시로 156 (화명동     롯데아파트낙천대) 101동~115동 상가동,제한없음,35.23745769,129.0118679
753,차지비,화명동롯데낙천대아파트,4,AC완속,부산광역시,북구,부산광역시 북구 화명신도시로 156 (화명동     롯데아파트낙천대) 101동~115동 상가동,제한없음,35.23745769,129.0118679
754,차지비,화명동롯데낙천대아파트,5,AC완속,부산광역시,북구,부산광역시 북구 화명신도시로 156 (화명동     롯데아파트낙천대) 101동~115동 상가동,제한없음,35.23745769,129.0118679
755,차지비,화명코오롱하늘채1차아파트,1,AC완속,부산광역시,북구,"부산광역시 북구 화명신도시로 70 (화명동, 코오롱하늘채1차아파트)",제한없음,35.23078184,129.0115344
756,차지비,화명코오롱하늘채1차아파트,2,AC완속,부산광역시,북구,"부산광역시 북구 화명신도시로 70 (화명동, 코오롱하늘채1차아파트)",제한없음,35.23078184,129.0115344
757,차지비,화명코오롱하늘채1차아파트,3,AC완속,부산광역시,북구,"부산광역시 북구 화명신도시로 70 (화명동, 코오롱하늘채1차아파트)",제한없음,35.23078184,129.0115344
758,차지비,화명코오롱하늘채1차아파트,4,AC완속,부산광역시,북구,"부산광역시 북구 화명신도시로 70 (화명동, 코오롱하늘채1차아파트)",제한없음,35.23078184,129.0115344
759,차지비,화명코오롱하늘채1차아파트,5,AC완속,부산광역시,북구,"부산광역시 북구 화명신도시로 70 (화명동, 코오롱하늘채1차아파트)",제한없음,35.23078184,129.0115344
760,한국환경공단,부산울산경남지역본부,1,DC차데모+AC3상+DC콤보,부산광역시,북구,부산광역시 북구 낙동북로681번길 34,제한없음,35.20145058,129.0004963
761,한국환경공단,부산울산경남지역본부,2,DC차데모+AC3상+DC콤보,부산광역시,북구,부산광역시 북구 낙동북로681번길 34,제한없음,35.20145058,129.0004963
762,에스트래픽,개금역대상웰리움,1,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로498번길 14,제한없음,35.15245787,129.0261073
763,에스트래픽,개금한진아파트,1,AC완속,부산광역시,부산진구,부산광역시 부산진구 백양대로208번길 88,제한없음,35.16163059,129.0256444
764,에스트래픽,기아자동차 강서명지점,1,DC콤보,부산광역시,강서구,부산광역시 강서구 르노삼성대로 683(명지동 616-97),제한없음,35.10892543,128.9302279
765,에스트래픽,기아자동차 대연지점,1,DC콤보,부산광역시,남구,부산광역시 남구 수영로 269(323 기아자동차부산지역본부),제한없음,35.13593307,129.0959978
766,에스트래픽,남산점 기아오토큐,1,AC완속,부산광역시,금정구,부산광역시 금정구 금강로 600,제한없음,35.26101713,129.0879982
767,에스트래픽,대륙코리아나,1,AC완속,부산광역시,동래구,부산광역시 동래구 쇠미로129번길 67,제한없음,35.20504863,129.058367
768,에스트래픽,동삼한진로즈힐(입주민 전용),1,AC완속,부산광역시,영도구,부산광역시 영도구 와치로294,제한없음,35.07345542,129.071186
769,에스트래픽,동삼한진로즈힐(입주민 전용),2,AC완속,부산광역시,영도구,부산광역시 영도구 와치로294,제한없음,35.07345542,129.071186
770,에스트래픽,롯데백화점 부산점,1,DC차데모+DC콤보,부산광역시,부산진구,부산광역시 부산진구 가야대로 772,제한없음,35.15678998,129.0564162
771,에스트래픽,롯데백화점 부산점,2,DC차데모+DC콤보,부산광역시,부산진구,부산광역시 부산진구 가야대로 772,제한없음,35.15678998,129.0564162
772,에스트래픽,롯데쇼핑㈜ 부산점,1,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 772,제한없음,35.15678998,129.0564162
773,에스트래픽,롯데쇼핑㈜ 부산점,2,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 772,제한없음,35.15678998,129.0564162
774,에스트래픽,롯데쇼핑㈜ 부산점,3,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 772,제한없음,35.15678998,129.0564162
775,에스트래픽,롯데쇼핑㈜ 부산점,4,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 772,제한없음,35.15678998,129.0564162
776,에스트래픽,롯데쇼핑㈜ 부산점,5,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 772,제한없음,35.15678998,129.0564162
777,에스트래픽,롯데쇼핑㈜ 부산점,6,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 772,제한없음,35.15678998,129.0564162
778,에스트래픽,롯데쇼핑㈜ 부산점,7,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 772,제한없음,35.15678998,129.0564162
779,에스트래픽,롯데쇼핑㈜ 부산점,8,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 772,제한없음,35.15678998,129.0564162
780,에스트래픽,롯데쇼핑㈜ 부산점,9,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 772,제한없음,35.15678998,129.0564162
781,에스트래픽,롯데쇼핑㈜ 부산점,10,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 772,제한없음,35.15678998,129.0564162
782,에스트래픽,삼덕정비(주),1,AC완속,부산광역시,사상구,부산광역시 사상구 가야대로 85,제한없음,35.15139546,128.9826538
783,에스트래픽,삼덕정비(주),2,AC완속,부산광역시,사상구,부산광역시 사상구 가야대로 85,제한없음,35.15139546,128.9826538
784,에스트래픽,영도신도브래뉴(입주민 전용),1,AC완속,부산광역시,영도구,부산광역시 영도구 태종로 260,제한없음,35.09800566,129.0563499
785,에스트래픽,영도신도브래뉴(입주민 전용),2,AC완속,부산광역시,영도구,부산광역시 영도구 태종로 260,제한없음,35.09800566,129.0563499
786,에스트래픽,영도신도브래뉴(입주민 전용),3,AC완속,부산광역시,영도구,부산광역시 영도구 태종로 260,제한없음,35.09800566,129.0563499
787,에스트래픽,영도신도브래뉴(입주민 전용),4,AC완속,부산광역시,영도구,부산광역시 영도구 태종로 260,제한없음,35.09800566,129.0563499
788,에스트래픽,영도신도브래뉴(입주민 전용),5,AC완속,부산광역시,영도구,부산광역시 영도구 태종로 260,제한없음,35.09800566,129.0563499
789,에스트래픽,오시리아스타테라스,1,DC차데모+AC3상+DC콤보,부산광역시,기장군,부산광역시 기장군 기장읍 기장해안로 172(시랑리 717),제한없음,35.19201833,129.2177678
790,에스트래픽,오시리아스타테라스,2,AC완속,부산광역시,기장군,부산광역시 기장군 기장읍 기장해안로 172(시랑리 717),제한없음,35.19201833,129.2177678
791,에스트래픽,오시리아스타테라스,3,AC완속,부산광역시,기장군,부산광역시 기장군 기장읍 기장해안로 172(시랑리 717),제한없음,35.19201833,129.2177678
792,에스트래픽,오시리아스타테라스,4,AC완속,부산광역시,기장군,부산광역시 기장군 기장읍 기장해안로 172(시랑리 717),제한없음,35.19201833,129.2177678
793,에스트래픽,오시리아스타테라스,5,AC완속,부산광역시,기장군,부산광역시 기장군 기장읍 기장해안로 172(시랑리 717),제한없음,35.19201833,129.2177678
794,에스트래픽,원스탑종합자동차정비,1,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 561,제한없음,35.15497916,129.0332431
795,에스트래픽,원스탑종합자동차정비,2,AC완속,부산광역시,부산진구,부산광역시 부산진구 가야대로 561,제한없음,35.15497916,129.0332431
796,에스트래픽,이든텍 주식회사,1,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단로 405(지사동 1201-1),제한없음,35.14859337,128.8259449
797,에스트래픽,이마트 문현점,1,DC차데모+DC콤보,부산광역시,남구,부산광역시 남구 전포대로 91번길 47(문현동 751),제한없음,35.1443054,129.0642386
798,에스트래픽,이마트 문현점,2,DC차데모+DC콤보,부산광역시,남구,부산광역시 남구 전포대로 91번길 47(문현동 751),제한없음,35.1443054,129.0642386
799,에스트래픽,이마트 트레이더스 연산점,1,DC차데모+DC콤보,부산광역시,연제구,부산광역시 연제구 좌수영로 241(연산동 137-5),제한없음,35.18509398,129.1119509
800,에스트래픽,이마트 트레이더스 연산점,2,DC차데모+DC콤보,부산광역시,연제구,부산광역시 연제구 좌수영로 241(연산동 137-5),제한없음,35.18509398,129.1119509
801,에스트래픽,정관이지더원3차아파트(입주민 전용),1,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 350,제한없음,35.33580988,129.1643655
802,에스트래픽,정관이지더원3차아파트(입주민 전용),2,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 350,제한없음,35.33580988,129.1643655
803,에스트래픽,정관이지더원3차아파트(입주민 전용),3,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 350,제한없음,35.33580988,129.1643655
804,에스트래픽,정관이지더원3차아파트(입주민 전용),4,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 350,제한없음,35.33580988,129.1643655
805,에스트래픽,정관이지더원3차아파트(입주민 전용),5,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 350,제한없음,35.33580988,129.1643655
806,에스트래픽,정관이지더원3차아파트(입주민 전용),6,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 350,제한없음,35.33580988,129.1643655
807,에스트래픽,정관이지더원3차아파트(입주민 전용),7,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 350,제한없음,35.33580988,129.1643655
808,에스트래픽,정관이지더원3차아파트(입주민 전용),8,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 350,제한없음,35.33580988,129.1643655
809,에스트래픽,정관이지더원3차아파트(입주민 전용),9,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 350,제한없음,35.33580988,129.1643655
810,에스트래픽,정관이지더원3차아파트(입주민 전용),10,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 정관로 350,제한없음,35.33580988,129.1643655
811,지커넥트,(재)부산테크노파크6동,1,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단1로60번길 30(지사동)(지사동 1274),제한없음,35.14755719,128.8276701
812,지커넥트,(재)부산테크노파크6동,2,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단1로60번길 30(지사동)(지사동 1274),제한없음,35.14755719,128.8276701
813,지커넥트,(재)부산테크노파크엄궁단지,1,AC완속,부산광역시,사상구,부산광역시 사상구 엄궁로 70-16지하주차장장 입구 맞은편,제한없음,35.12241476,128.9735919
814,지커넥트,(재)부산테크노파크엄궁단지,2,AC완속,부산광역시,사상구,부산광역시 사상구 엄궁로 70-16지하주차장장 입구 맞은편,제한없음,35.12241476,128.9735919
815,지커넥트,(재)부산테크노파크해양생물산업육성센터,1,AC완속,부산광역시,기장군,부산광역시 기장군 일광면 횡계길 7(재)부산테크노파크해양생물산업육성센터(부산테크노파크 스마트해양바이오센터),제한없음,35.27374306,129.229481
816,지커넥트,(재)부산테크노파크해양생물산업육성센터,2,AC완속,부산광역시,기장군,부산광역시 기장군 일광면 횡계길 7(재)부산테크노파크해양생물산업육성센터(부산테크노파크 스마트해양바이오센터),제한없음,35.27374306,129.229481
817,지커넥트,(주)동서레스팅,1,AC완속,부산광역시,북구,부산광역시 북구 가람로 54(구포동)(구포동 410-7),제한없음,35.20641039,128.9993476
818,지커넥트,(주)동서레스팅,2,AC완속,부산광역시,북구,부산광역시 북구 가람로 54(구포동)(구포동 410-7),제한없음,35.20641039,128.9993476
819,지커넥트,감만1동 행정복지센터,1,AC완속,부산광역시,남구,부산광역시 남구 우암로 71-7감만1동 행정복지센터(141-3 감만1동주민센터),제한없음,35.11679308,129.0808829
820,지커넥트,감만2동 주민센터,1,AC완속,부산광역시,남구,부산광역시 남구 석포로 32-1감만2동 주민센터(20-58 감만2동주민센터),제한없음,35.12255215,129.0844208
821,지커넥트,강서해수온천,1,AC완속,부산광역시,강서구,부산광역시 강서구 제도로 965(강동동)(강동동 1648),제한없음,35.19837781,128.9253988
822,지커넥트,강서해수온천,2,AC완속,부산광역시,강서구,부산광역시 강서구 제도로 965(강동동)(강동동 1648),제한없음,35.19837781,128.9253988
823,지커넥트,갤러리4000,1,AC완속,부산광역시,수영구,부산광역시 수영구 수영로 452-10지상주차장 벽면 2대,제한없음,35.14605111,129.1105322
824,지커넥트,갤러리4000,2,AC완속,부산광역시,수영구,부산광역시 수영구 수영로 452-10지상주차장 벽면 2대,제한없음,35.14605111,129.1105322
825,지커넥트,광안1동 주민센터,1,AC완속,부산광역시,수영구,부산광역시 수영구 광일로14번길 17광안1동 주민센터(494-1 광안1동주민센터),제한없음,35.16289771,129.1124079
826,지커넥트,광안2동 주민센터,1,AC완속,부산광역시,수영구,부산광역시 수영구 광안로16번길 22광안2동 주민센터(509-19 광안2동주민센터),제한없음,35.15576659,129.1137944
827,지커넥트,광안3동 주민센터,1,AC완속,부산광역시,수영구,부산광역시 수영구 망미번영로38번길 103광안3동 주민센터(1070-3 광안3동주민센터),제한없음,35.16791863,129.1135815
828,지커넥트,남천1동 주민센터,1,AC완속,부산광역시,수영구,부산광역시 수영구 남천동로 13(남천동)(14-28 남천1동주민센터),제한없음,35.1426871,129.1103253
829,지커넥트,남천2동 주민센터,1,AC완속,부산광역시,수영구,부산광역시 수영구 광안해변로 99남천2동 주민센터(148-75 남천2동주민센터),제한없음,35.1438244,129.1147252
830,지커넥트,대연1동 주민센터,1,AC완속,부산광역시,남구,부산광역시 남구 유엔평화로 24대연1동 주민센터(대연1동 주민센터),제한없음,35.1328936,129.0917614
831,지커넥트,대연3동 주민센터,1,AC완속,부산광역시,남구,부산광역시 남구 수영로 345대연3동 주민센터(1858 대연힐스테이트푸르지오),제한없음,35.13988753,129.1035202
832,지커넥트,대연4동 주민센터,1,AC완속,부산광역시,남구,부산광역시 남구 석포로91번길 96대연4동 주민센터(1020-2 대연4동주민센터),제한없음,35.12980843,129.0914149
