시설ID,시도,시군구,품목명,품종,재배면적,시설유형,재배형태,단동/연동 구분,수집일,외부온도,외부습도,외부 일사량,외부풍향,외부풍속,외부강우,강우감지,내부온도,내부습도,내부CO2,내부 일사량,토양EC,토양PH,지온,지습,(양액)총배액,(양액)총급액,(양액)배액PH,(양액)공급PH,(양액)배액EC,(양액)공급EC,(양액)지온,(양액)지습,배기팬작동여부,CO2발생장치작동여부,보광등작동여부,난방기작동상태,난방기작동여부,유동팬작동상태,유동팬작동여부,보온커튼작동상태,보온커튼작동여부,차광커튼작동상태,차광커튼작동여부,우측삼중측창 작동여부,좌측삼중측창 작동여부,우측이중측창 작동여부,좌측이중측창 작동여부,우측일중측창 개도,우측일중측창 온도폭,우측일중측창 설정온도,우측일중측창 작동여부,우측일중측창 작동상태,좌측일중측창 개도,좌측일중측창 온도폭,좌측일중측창 설정온도,좌측일중측창 작동여부,좌측일중측창 작동상태,측창,우측이중천창 작동여부,좌측이중천창 작동여부,우측일중천창 개도,우측일중천창 온도폭,우측일중천창 설정온도,우측일중천창 작동여부,우측일중천창 작동상태,좌측일중천창 개도,좌측일중천창 온도폭,좌측일중천창 설정온도,좌측일중천창 작동여부,좌측일중천창 작동상태,천창,조사일,주차,초장,엽장,엽폭,엽병장,엽수,관부직경,화방 꽃수(소화수),착과수,최종화방차수
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 00:00:00,25,93,,1,0,,0,21,95,718,,0,0,,,,,,,,,0,0,,,,,,,,,,,,41,100,100,100,,,,88,,,,,61,,,75,83,,,,53,,,,,99,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 01:00:00,25,94,,1,0,,0,21,96,732,,0,0,,,,,,,,,0,0,,,,,,,,,,,,41,100,100,100,,,,88,,,,,61,,,75,83,,,,53,,,,,99,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 02:00:00,24,95,,3,0,,0,20,96,741,,0,0,,,,,,,,,0,0,,,,,,,,,,,,41,100,100,100,,,,88,,,,,61,,,75,83,,,,53,,,,,99,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 03:00:00,24,94,,1,0,,0,20,96,723,,0,0,,,,,,,,,0,0,,,,,,,,,,,,41,100,100,100,,,,88,,,,,61,,,75,83,,,,53,,,,,99,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 04:00:00,24,95,,1,0,,0,20,96,746,,0,0,,,,,,,,,0,0,,,,,,,,,,,,41,100,100,100,,,,88,,,,,61,,,75,83,,,,53,,,,,99,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 05:00:00,23,95,,1,0,,0,19,96,750,,0,0,,,,,,,,,0,0,,,,,,,,,,,,41,100,100,100,,,,88,,,,,61,,,75,83,,,,53,,,,,99,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 06:00:00,23,95,,1,0,,0,19,96,749,,0,0,,,,,,,,,0,0,,,,,,,,,,,,41,100,100,100,,,,98,,,,,88,,,94,96,,,,87,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 07:00:00,26,87,,4,0,,0,20,95,722,,0,0,,,,,,,,,0,0,,,,,,,,,,,,41,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 08:00:00,28,81,,5,0,,0,21,91,692,,0,0,,,,,,,,,0,0,,,,,,,,,,,,41,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 09:00:00,30,74,,7,0,,0,23,86,657,,0,0,,,,,,,,,0,0,,,,,,,,,,,,41,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 10:00:00,32,65,,5,0,,0,25,77,630,,0,0,,,,,,,,,0,0,,,,,,,,,,,,41,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 11:00:00,34,57,,6,0,,0,27,72,621,,0,0,,,,,,,,,0,0,,,,,,,,,,,,41,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 12:00:00,34,58,,7,0,,0,27,72,620,,0,0,,,,,,,,,0,0,,,,,,,,,,,,41,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 13:00:00,36,52,,7,0,,0,28,65,614,,0,0,,,,,,,,,0,0,,,,,,,,,,,,41,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 14:00:00,35,50,,7,0,,0,28,63,611,,0,0,,,,,,,,,0,0,,,,,,,,,,,,41,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 15:00:00,33,54,,6,0,,0,26,69,614,,0,0,,,,,,,,,0,0,,,,,,,,,,,,41,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 16:00:00,31,60,,6,0,,0,25,73,614,,0,0,,,,,,,,,0,0,,,,,,,,,,,,98,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 17:00:00,29,76,,6,0,,0,24,85,636,,0,0,,,,,,,,,0,0,,,,,,,,,,,,100,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 18:00:00,27,85,,3,0,,0,22,90,654,,0,0,,,,,,,,,0,0,,,,,,,,,,,,100,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 19:00:00,26,87,,1,0,,0,21,91,676,,0,0,,,,,,,,,0,0,,,,,,,,,,,,100,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 20:00:00,26,88,,2,0,,0,21,92,692,,0,0,,,,,,,,,0,0,,,,,,,,,,,,100,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 21:00:00,25,87,,4,0,,0,20,92,686,,0,0,,,,,,,,,0,0,,,,,,,,,,,,100,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 22:00:00,25,90,,2,0,,0,20,94,707,,0,0,,,,,,,,,0,0,,,,,,,,,,,,100,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-10 23:00:00,25,91,,3,0,,0,20,95,717,,0,0,,,,,,,,,0,0,,,,,,,,,,,,100,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-11 00:00:00,25,92,,3,0,,0,20,96,721,,0,0,,,,,,,,,0,0,,,,,,,,,,,,100,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-11 01:00:00,25,92,,1,0,,0,20,96,738,,0,0,,,,,,,,,0,0,,,,,,,,,,,,100,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-11 02:00:00,25,93,,2,0,,0,20,96,738,,0,0,,,,,,,,,0,0,,,,,,,,,,,,100,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-11 03:00:00,25,93,,2,0,,0,20,96,739,,0,0,,,,,,,,,0,0,,,,,,,,,,,,100,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-11 04:00:00,24,93,,5,0,,0,20,97,761,,0,0,,,,,,,,,0,0,,,,,,,,,,,,100,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-11 05:00:00,24,93,,3,0,,0,20,96,737,,0,0,,,,,,,,,0,0,,,,,,,,,,,,100,100,100,100,,,,100,,,,,93,,,100,100,,,,94,,,,,100,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-11 06:00:00,24,91,,2,0,,1,20,95,718,,0,0,,,,,,,,,0,0,,,,,,,,,,,,100,100,100,100,,,,96,,,,,89,,,96,96,,,,90,,,,,96,,,,,,,,,,,,,
PF_0002290_01,전라남도,보성군,딸기,설향,"1,980",비닐,수경,단동,2020-09-11 07:00:00,24,93,,1,0,,1,20,96,730,,0,0,,,,,,,,,0,0,,,,,,,,,,,,100,100,94,94,,,,82,,,,,76,,,77,83,,,,76,,,,,83,,,,,,,,,,,,,
