"세종특별자치시",157,8216,66,3412,8,5538,443,58,5119,2969,1,27,0,0,0,1,2650,27,23,633,0,0,0,23,2754,633,31,2484,2,1850,37,29,8438,2447,8,176,8,2200,176,0,0,0,28,1484,0,0,0,28,5300,1484,241,10786,132,6401,2,5562,136,130,4823,6265,26,730,1,2000,22,25,2798,708,35,957,0,2185,1,35,2760,956,19,1571,1,1850,10,18,8522,1561,7,185,3,2200,61,5,2633,124,21,942,0,0,0,21,4474,942,166,9192,71,3741,2,5562,119,69,5238,3622,2,33,2,1515,32,0,2399,1,22,557,3,3764,97,19,2391,460,47,3916,0,1955,8,46,8430,3908,12,309,5,2217,107,7,2811,202,12,636,0,0,0,12,5221,636,223,10777,147,7212,16,5562,882,131,4823,6330,3,49,3,1515,49,0,0,0,20,463,0,0,0,20,2348,463,26,2100,2,1955,33,24,8561,2067,13,304,8,2217,187,4,2811,117,15,649,0,0,0,15,4409,649,181,8801,105,5181,13,5562,737,92,4822,4444,1,15,1,1515,8,0,2756,7,6,146,0,0,0,6,2439,146,26,2000,3,1955,59,23,8560,1941,21,480,17,2217,374,4,2811,106,22,979,0,0,0,22,4409,979
"경기도",2491,111546,105,4979,12,2685,322,93,5007,4657,64,1555,23,2364,544,41,2466,1011,158,4356,0,0,0,158,2757,4356,835,49103,153,2491,3811,682,6641,45292,840,31357,521,3180,16568,319,4636,14789,489,20196,0,0,0,489,4130,20196,2450,103450,96,4124,29,2434,702,68,5063,3422,64,1552,33,2355,789,30,2515,763,160,4048,3,2119,71,156,2542,3977,742,42008,157,3062,4821,585,6357,37187,1000,35061,673,3033,20425,327,4476,14636,387,16657,0,0,0,387,4303,16657,2789,99175,109,3511,27,4050,1101,82,2951,2410,83,1834,44,1966,859,39,2474,975,137,3355,4,2100,75,134,2456,3280,837,43522,141,3866,5435,696,5470,38087,1261,34605,858,3156,27070,404,1867,7535,362,12348,0,0,0,362,3409,12348,2719,125846,135,5870,61,4930,3021,73,3879,2849,95,2282,57,2342,1329,38,2485,953,114,3017,5,2066,112,109,2675,2905,993,59216,171,3015,5142,823,6574,54074,1067,41520,703,3511,24675,364,4627,16845,315,13941,0,0,0,315,4427,13941,2264,103957,166,6981,64,5035,3228,101,3699,3753,90,2101,49,2252,1103,41,2456,998,122,3219,7,2066,142,115,2669,3077,774,45340,151,3013,4538,623,6547,40802,844,34121,442,3510,15504,402,4631,18617,269,12195,0,0,0,269,4537,12195
"강원도",2751,125500,171,8853,17,2893,492,154,5429,8361,37,882,3,1408,42,34,2471,840,48,1018,1,1853,19,47,2125,999,782,38504,367,4643,17040,415,5172,21464,918,24218,852,2592,22084,66,3234,2134,795,52025,0,0,0,795,6544,52025,3303,137289,234,11928,25,2742,690,209,5388,11238,26,552,9,1384,123,17,2471,429,73,1460,3,1918,62,70,2011,1398,915,45918,452,4253,19214,464,5759,26704,1203,32623,1102,2652,29234,100,3374,3389,852,44808,0,0,0,852,5259,44808,3152,135346,215,10087,27,2445,659,188,5005,9428,19,429,4,1990,72,16,2290,357,45,889,3,1678,51,42,2003,838,772,34615,385,3849,14823,387,5117,19792,1040,26791,921,2607,24019,118,2341,2772,1061,62535,0,0,0,1061,5895,62535,3142,128812,233,11883,29,2831,830,204,5423,11053,26,583,6,1423,84,20,2512,499,65,1382,11,1847,211,54,2179,1171,805,37490,393,4352,17096,413,4942,20394,1090,28349,984,2516,24749,107,3379,3600,922,49125,0,0,0,922,5327,49125,3118,127978,207,10391,33,2831,947,174,5439,9444,28,564,12,1423,165,16,2512,399,78,1562,7,1308,92,71,2069,1470,905,41476,488,4241,20711,417,4981,20765,995,26252,908,2566,23288,87,3400,2964,906,47733,0,0,0,906,5270,47733
"충청북도",4062,189816,2193,102782,201,3664,7365,1992,4790,95417,23,350,21,1412,297,2,2650,53,104,3086,1,2706,27,103,2970,3059,461,33309,171,2284,3906,290,10139,29403,986,29666,461,1381,6366,525,4438,23300,295,20623,0,0,0,295,6991,20623,4121,191325,2391,104542,285,3393,9672,2106,4505,94870,3,50,2,1286,24,1,2798,26,120,2669,1,2883,25,119,2225,2644,523,42122,216,3584,7733,307,11193,34389,776,21098,378,1404,5309,398,3971,15789,309,20844,0,0,0,309,6753,20844,4292,218721,2212,118331,261,3019,7867,1951,5661,110464,17,313,6,1200,73,11,2290,240,134,3925,0,0,0,134,2924,3925,568,31248,251,2559,6427,317,7828,24821,955,40009,285,1484,4237,670,5340,35772,406,24895,0,0,0,406,6131,24895,4099,191872,2153,91447,290,3167,9174,1863,4415,82273,3,51,2,1207,23,1,2618,28,162,3920,1,6951,71,161,2397,3849,477,33935,165,3823,6308,312,8857,27627,903,38155,283,1655,4688,619,5403,33467,402,24364,0,0,0,402,6067,24364,4174,170381,2213,69388,259,3167,8213,1953,3132,61175,6,121,4,1183,44,3,2756,77,173,4454,0,3728,14,173,2569,4440,512,36423,173,3641,6287,340,8869,30136,824,33959,295,1039,3068,529,5837,30891,445,26036,0,0,0,445,5849,26036
"충청남도",7749,353129,3742,151058,55,2953,1624,3687,4053,149434,52,1218,13,1412,184,39,2650,1034,1249,33498,0,0,0,1249,2682,33498,914,74228,46,5313,2444,868,8270,71784,599,19972,269,2537,6825,330,3984,13147,1193,73155,0,0,0,1193,6132,73155,5890,252616,2115,89142,50,2052,1016,2065,4267,88126,32,527,23,1286,302,8,2798,225,1173,32088,1,2185,16,1172,2736,32072,1069,56586,75,4633,3468,994,5342,53118,632,18706,243,2556,6218,389,3211,12488,869,55567,0,0,0,869,6394,55567,6162,299700,2396,95588,12,3424,397,2385,3992,95191,26,690,18,2808,514,7,2399,176,1258,34732,0,3764,16,1257,2761,34716,1332,112934,106,4915,5186,1227,8784,107748,400,11152,195,2625,5116,206,2937,6036,750,44604,0,0,0,750,5951,44604,6544,308057,2663,108158,17,4975,852,2646,4056,107306,23,667,15,3005,441,9,2618,226,1489,42873,2,6951,146,1487,2873,42727,1115,87086,90,4676,4221,1025,8084,82865,475,12568,214,2461,5274,261,2797,7294,778,56705,0,0,0,778,7286,56705,6024,322543,2591,137618,15,5200,785,2576,5312,136833,68,2041,45,3133,1403,23,2756,638,1286,36582,6,1026,62,1280,2854,36520,965,81359,59,4709,2781,906,8671,78578,387,10333,269,2478,6663,118,3109,3670,727,54610,0,0,0,727,7507,54610
"전라북도",3632,159585,1826,81194,646,5043,32578,1180,4120,48616,17,250,14,1412,198,3,1732,52,768,22416,4,2867,115,764,2919,22301,355,26194,37,5243,1940,318,7627,24254,328,9954,171,2754,4709,157,3341,5245,338,19577,0,0,0,338,5792,19577,3559,146286,1847,70843,671,4013,26924,1177,3733,43919,10,166,4,1650,73,6,1681,93,708,19589,28,2462,697,680,2780,18892,251,18770,59,5961,3500,192,7957,15270,384,15627,208,3663,7620,176,4561,8007,359,21291,0,0,0,359,5930,21291,3517,183804,1714,70922,521,3971,20690,1193,4209,50232,20,516,13,2808,373,7,2104,143,557,17508,2,3247,54,555,3143,17454,331,28182,108,8821,9517,223,8378,18665,438,24012,218,5270,11478,220,5688,12534,457,42664,0,0,0,457,9339,42664,3773,177155,1974,85244,600,3853,23102,1374,4523,62142,21,391,10,1500,144,12,2104,247,612,16774,1,309,3,611,2747,16771,282,29585,24,6761,1616,258,10832,27969,402,17880,223,4771,10657,179,4046,7223,483,27281,0,0,0,483,5651,27281,3940,176802,2235,93305,823,3628,29850,1412,4493,63455,6,73,6,1183,66,0,2103,7,594,18510,1,3343,22,593,3116,18488,197,17786,60,6342,3804,137,10239,13982,413,18567,193,4930,9531,220,4112,9036,495,28561,0,0,0,495,5770,28561
"전라남도",4856,205740,587,29130,146,4012,5858,441,5277,23272,59,833,59,1412,833,0,0,0,887,25594,23,2867,659,864,2886,24935,243,20418,1,4907,49,242,8417,20369,1980,69287,1638,2843,46568,342,6643,22719,1100,60478,0,0,0,1100,5498,60478,4123,188509,657,25983,265,3337,8836,392,4377,17147,29,551,14,1650,228,15,2181,323,826,24329,27,2867,778,799,2947,23551,203,18871,15,5656,876,188,9580,17995,1464,57379,1143,3284,37523,321,6184,19856,945,61396,0,0,0,945,6498,61396,4417,188402,621,21374,196,1962,3853,424,4130,17521,23,728,20,2808,571,3,5028,157,831,26361,12,3247,376,819,3172,25985,325,27748,8,8161,645,318,8535,27103,1653,60156,1332,2946,39251,321,6521,20905,964,52035,0,0,0,964,5398,52035,4557,196166,531,21658,203,3798,7719,328,4254,13939,20,502,14,1500,214,6,5028,288,761,22195,2,3343,58,759,2915,22137,237,23340,4,6088,263,233,9899,23077,2100,69122,1679,2595,43572,421,6075,25550,908,59349,0,0,0,908,6538,59349,4801,200339,556,22856,128,3803,4886,427,4207,17970,26,484,21,1183,246,5,5028,238,683,19047,15,3343,517,667,2777,18530,284,28068,10,6088,636,274,10013,27432,2382,74785,2010,2643,53135,372,5825,21650,871,55099,0,0,0,871,6327,55099
"경상북도",9320,352115,1467,58484,905,3240,29322,562,5189,29162,4398,140502,24,2227,534,4374,3200,139968,348,10596,9,3376,304,339,3036,10292,781,64626,60,4511,2707,721,8588,61919,1776,44758,1387,2155,29890,389,3822,14868,550,33149,0,0,0,550,6027,33149,8467,405234,1754,67977,1131,3446,38971,623,4658,29006,3126,155622,3,2286,66,3124,4980,155556,380,12064,3,2980,86,377,3176,11978,871,92708,102,3905,3979,769,11533,88729,1742,41048,1503,2136,32103,240,3735,8945,593,35815,0,0,0,593,6038,35815,7831,344399,1454,53649,988,3366,33259,466,4375,20390,3180,117702,2,2228,56,3177,3703,117646,325,9828,7,2349,159,318,3043,9669,663,80469,101,4141,4170,563,13564,76299,1725,46832,1478,2476,36596,247,4150,10236,485,35919,0,0,0,485,7406,35919,7934,340476,1495,47975,1060,2843,30131,435,4101,17844,3201,137056,5,1207,61,3196,4287,136995,352,14583,2,1411,24,350,4154,14559,628,64938,78,4017,3142,550,11237,61796,1753,44614,1559,2401,37439,194,3699,7175,505,31310,0,0,0,505,6203,31310,7120,304043,1271,40444,883,2734,24135,388,4205,16309,3149,135608,9,1423,128,3140,4315,135480,347,13916,3,1214,31,344,4033,13885,683,57602,86,3876,3334,597,9093,54268,1315,34371,1064,2482,26398,251,3174,7973,356,22102,0,0,0,356,6211,22102
"경상남도",7072,322638,2876,116399,55,3547,1951,2821,4057,114448,95,1540,4,2227,89,91,1594,1451,2181,85110,11,3376,371,2170,3905,84739,161,13175,14,3358,470,147,8643,12705,1074,54977,446,2328,10383,628,7101,44594,685,51437,0,0,0,685,7509,51437,7179,348527,2840,107096,13,2924,394,2827,3775,106702,90,1351,3,2286,72,87,1471,1279,2195,105018,1,2980,23,2194,4786,104995,128,12207,20,3224,634,108,10673,11573,1301,75306,433,2239,9692,868,7557,65614,625,47549,0,0,0,625,7613,47549,7041,282023,2460,79862,18,2670,489,2441,3251,79373,36,581,6,915,56,30,1764,525,2585,82400,6,3240,183,2580,3187,82217,193,16148,8,3237,268,185,8582,15880,1010,46954,363,2471,8964,647,5872,37990,757,56078,0,0,0,757,7410,56078,6815,333907,2010,75079,29,2939,849,1981,3747,74230,30,432,9,1500,137,21,1422,295,2746,124754,2,3684,66,2744,4544,124688,171,16487,10,3331,347,160,10073,16140,1229,69445,382,2373,9056,848,7123,60389,629,47710,0,0,0,629,7580,47710,5982,251532,1622,60367,27,3007,823,1595,3733,59544,14,197,9,1423,133,5,1422,64,2252,62146,2,3670,78,2250,2759,62068,152,14410,12,3330,397,140,10027,14013,1316,67618,546,2405,13128,770,7078,54490,626,46794,0,0,0,626,7470,46794
"제주도",672,19919,166,5587,155,3230,5007,11,5277,580,21,306,21,1455,306,0,0,0,139,2542,84,1210,1016,55,2775,1526,49,3118,9,4907,442,40,6691,2676,249,5334,234,1854,4338,15,6643,996,48,3032,0,0,0,48,6317,3032,738,19630,181,4220,180,2330,4194,1,3643,26,21,305,21,1477,304,0,2181,1,101,1893,55,1220,669,47,2625,1224,45,2272,3,5656,191,41,5044,2081,304,5697,304,1872,5690,0,6184,7,86,5243,0,0,0,86,6088,5243,879,25158,261,7331,247,2795,6903,14,3057,428,14,245,14,1519,205,1,5028,40,72,1082,55,1220,673,17,2471,409,73,3775,8,8161,679,65,4777,3096,388,8661,388,2228,8647,0,6521,14,71,4064,0,0,0,71,5745,4064,978,26145,310,7618,276,2391,6610,34,3009,1008,15,219,15,1477,219,0,5028,0,25,519,9,1204,107,16,2606,412,56,3012,37,6088,2273,19,3889,739,528,11236,528,2128,11233,0,6075,3,44,3541,0,0,0,44,8035,3541,1274,31016,345,8327,309,2397,7414,35,2572,913,11,158,11,1477,158,0,0,0,30,712,4,1204,52,26,2575,660,53,2215,7,6088,413,46,3936,1802,792,16341,792,2063,16341,0,0,0,43,3263,0,0,0,43,7504,3263
